Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1699134.5.peg.55	CDS	NZ_LHVT01000001	58081	59685	1	+	1605	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	Pyruvate metabolism I: anaplerotic reactions, PEP	 	 
fig|1699134.5.peg.56	CDS	NZ_LHVT01000001	60968	59907	-2	-	1062	phytase	- none -	 	 
fig|1699134.5.peg.57	CDS	NZ_LHVT01000001	63854	61044	-2	-	2811	TonB-dependent receptor	Ton and Tol transport systems	 	 
fig|1699134.5.peg.58	CDS	NZ_LHVT01000001	64087	65187	1	+	1101	hypothetical protein	- none -	 	 
fig|1699134.5.peg.59	CDS	NZ_LHVT01000001	66042	65335	-3	-	708	hypothetical protein	- none -	 	 
fig|1699134.5.peg.60	CDS	NZ_LHVT01000001	66486	66115	-3	-	372	hypothetical protein	- none -	 	 
fig|1699134.5.peg.61	CDS	NZ_LHVT01000001	66848	66495	-2	-	354	hypothetical protein	- none -	 	 
fig|1699134.5.peg.62	CDS	NZ_LHVT01000001	67243	66845	-1	-	399	Histone acetyltransferase HPA2 and related acetyltransferases	- none -	 	 
fig|1699134.5.peg.63	CDS	NZ_LHVT01000001	68230	67463	-1	-	768	N-formylkynurenine (Aryl-) formamidase (EC 3.5.1.9)	- none -	 	 
fig|1699134.5.peg.64	CDS	NZ_LHVT01000001	69466	68309	-1	-	1158	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	- none -	 	 
fig|1699134.5.peg.65	CDS	NZ_LHVT01000001	69949	69578	-1	-	372	hypothetical protein	- none -	 	 
fig|1699134.5.peg.66	CDS	NZ_LHVT01000001	70635	70081	-3	-	555	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	- none -	 	 
fig|1699134.5.peg.67	CDS	NZ_LHVT01000001	70828	71718	1	+	891	hypothetical protein	- none -	 	 
fig|1699134.5.peg.68	CDS	NZ_LHVT01000001	71715	72818	3	+	1104	N-acetylglucosaminyltransferase (EC 2.4.1.-)	- none -	 	 
fig|1699134.5.peg.69	CDS	NZ_LHVT01000001	73388	72909	-2	-	480	hypothetical protein	- none -	 	 
fig|1699134.5.peg.70	CDS	NZ_LHVT01000001	73817	73437	-2	-	381	hypothetical protein	- none -	 	 
fig|1699134.5.peg.71	CDS	NZ_LHVT01000001	73863	74363	3	+	501	probable membrane protein NMA1128	- none -	 	 
fig|1699134.5.peg.72	CDS	NZ_LHVT01000001	74647	75249	1	+	603	hypothetical protein	- none -	 	 
fig|1699134.5.peg.73	CDS	NZ_LHVT01000001	76232	75324	-2	-	909	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)	- none -	 	 
fig|1699134.5.peg.74	CDS	NZ_LHVT01000001	77508	76552	-3	-	957	Similar to (S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase	- none -	 	 
fig|1699134.5.peg.75	CDS	NZ_LHVT01000001	78160	77570	-1	-	591	Uncharacterized membrane-anchored protein	- none -	 	 
fig|1699134.5.peg.76	CDS	NZ_LHVT01000001	79163	78225	-2	-	939	Phosphomevalonate kinase (EC 2.7.4.2)	Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis	 	 
fig|1699134.5.peg.77	CDS	NZ_LHVT01000001	79472	79167	-2	-	306	hypothetical protein	- none -	 	 
fig|1699134.5.peg.78	CDS	NZ_LHVT01000001	79690	79472	-1	-	219	hypothetical protein	- none -	 	 
fig|1699134.5.peg.79	CDS	NZ_LHVT01000001	80821	79721	-1	-	1101	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis	 	 
fig|1699134.5.peg.80	CDS	NZ_LHVT01000001	80972	81448	2	+	477	Benzodiazepine receptor TspO	- none -	 	 
fig|1699134.5.peg.81	CDS	NZ_LHVT01000001	82174	81464	-1	-	711	hypothetical protein	- none -	 	 
fig|1699134.5.peg.82	CDS	NZ_LHVT01000001	82924	82247	-1	-	678	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|1699134.5.peg.83	CDS	NZ_LHVT01000001	83557	82985	-1	-	573	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	cAMP signaling in bacteria	 	 
fig|1699134.5.peg.84	CDS	NZ_LHVT01000001	84209	83562	-2	-	648	Phosphoglycolate phosphatase (EC 3.1.3.18)	2-phosphoglycolate salvage; <br>Glycolate, glyoxylate interconversions	 	 
fig|1699134.5.peg.85	CDS	NZ_LHVT01000001	85424	84216	-2	-	1209	FIG00648790: hypothetical protein	- none -	 	 
fig|1699134.5.peg.86	CDS	NZ_LHVT01000001	86325	85648	-3	-	678	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	- none -	 	 
fig|1699134.5.peg.87	CDS	NZ_LHVT01000001	88227	86560	-3	-	1668	Periplasmic alpha-amylase (EC 3.2.1.1)	- none -	 	 
fig|1699134.5.peg.88	CDS	NZ_LHVT01000001	90343	88478	-1	-	1866	Neopullulanase (EC 3.2.1.135)	- none -	 	 
fig|1699134.5.peg.89	CDS	NZ_LHVT01000001	92632	90518	-1	-	2115	Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)	- none -	 	 
fig|1699134.5.peg.90	CDS	NZ_LHVT01000001	94964	92661	-2	-	2304	Maltose phosphorylase (EC 2.4.1.8)	- none -	 	 
fig|1699134.5.peg.91	CDS	NZ_LHVT01000001	95667	95008	-3	-	660	Beta-phosphoglucomutase (EC 5.4.2.6)	Trehalose Uptake and Utilization	 	 
fig|1699134.5.peg.92	CDS	NZ_LHVT01000001	97180	95660	-1	-	1521	Predicted maltose transporter MalT	- none -	 	 
fig|1699134.5.peg.93	CDS	NZ_LHVT01000001	98389	97358	-1	-	1032	Transcriptional regulator, LacI/PurR family	- none -	 	 
fig|1699134.5.peg.94	CDS	NZ_LHVT01000001	98625	101600	3	+	2976	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1699134.5.peg.95	CDS	NZ_LHVT01000001	101636	103264	2	+	1629	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1699134.5.peg.96	CDS	NZ_LHVT01000001	103293	104108	3	+	816	hypothetical protein	- none -	 	 
fig|1699134.5.peg.97	CDS	NZ_LHVT01000001	104179	107046	1	+	2868	1,4-alpha-glucan branching enzyme (EC 2.4.1.18)	- none -	 	 
fig|1699134.5.peg.98	CDS	NZ_LHVT01000001	107392	107165	-1	-	228	hypothetical protein	- none -	 	 
fig|1699134.5.peg.99	CDS	NZ_LHVT01000001	108901	107405	-1	-	1497	Uncharacterized MFS-type transporter	- none -	 	 
fig|1699134.5.peg.100	CDS	NZ_LHVT01000001	109086	109652	3	+	567	hypothetical protein	- none -	 	 
fig|1699134.5.peg.101	CDS	NZ_LHVT01000001	109889	110623	2	+	735	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster	 	 
fig|1699134.5.peg.102	CDS	NZ_LHVT01000001	110616	111842	3	+	1227	Putative outer membrane protein	- none -	 	 
fig|1699134.5.peg.103	CDS	NZ_LHVT01000001	111895	112455	1	+	561	Lipopolysaccharide export system protein LptC	- none -	 	 
fig|1699134.5.peg.104	CDS	NZ_LHVT01000001	112459	112653	1	+	195	Uncharacterized protein Celly_0798	- none -	 	 
fig|1699134.5.peg.105	CDS	NZ_LHVT01000001	112656	113915	3	+	1260	Hemolysins and related proteins containing CBS domains	- none -	 	 
fig|1699134.5.peg.106	CDS	NZ_LHVT01000001	114024	116123	3	+	2100	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	- none -	 	 
fig|1699134.5.peg.107	CDS	NZ_LHVT01000001	116408	116848	2	+	441	hypothetical protein	- none -	 	 
fig|1699134.5.peg.108	CDS	NZ_LHVT01000001	117784	116870	-1	-	915	Mevalonate kinase (EC 2.7.1.36)	Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis	 	 
fig|1699134.5.peg.109	CDS	NZ_LHVT01000001	119212	117899	-1	-	1314	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Isoprenoid Biosynthesis; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Mevalonate Branch of Isoprenoid Biosynthesis	 	 
fig|1699134.5.peg.110	CDS	NZ_LHVT01000001	119393	121564	2	+	2172	Dipeptidyl peptidase IV	- none -	 	 
fig|1699134.5.peg.111	CDS	NZ_LHVT01000001	121600	123291	1	+	1692	Di-tripeptide/cation symporter	- none -	 	 
fig|1699134.5.peg.112	CDS	NZ_LHVT01000001	123293	124777	2	+	1485	Di-tripeptide/cation symporter	- none -	 	 
fig|1699134.5.peg.113	CDS	NZ_LHVT01000001	124829	125296	2	+	468	Thioredoxin Disulfide Isomerase	- none -	 	 
fig|1699134.5.peg.114	CDS	NZ_LHVT01000001	125524	125976	1	+	453	hypothetical protein	- none -	 	 
fig|1699134.5.peg.115	CDS	NZ_LHVT01000001	126243	126692	3	+	450	hypothetical protein	- none -	 	 
fig|1699134.5.peg.116	CDS	NZ_LHVT01000001	128735	126699	-2	-	2037	DNA internalization-related competence protein ComEC/Rec2	- none -	 	 
fig|1699134.5.peg.117	CDS	NZ_LHVT01000001	129266	128781	-2	-	486	Probable lipoprotein NlpC	- none -	 	 
fig|1699134.5.peg.118	CDS	NZ_LHVT01000001	130393	129278	-1	-	1116	Lipid-A-disaccharide synthase (EC 2.4.1.182)	- none -	 	 
fig|1699134.5.peg.119	CDS	NZ_LHVT01000001	130701	130429	-3	-	273	hypothetical protein	- none -	 	 
fig|1699134.5.peg.120	CDS	NZ_LHVT01000001	131473	130694	-1	-	780	5&#39;-nucleotidase SurE (EC 3.1.3.5)	- none -	 	 
fig|1699134.5.peg.121	CDS	NZ_LHVT01000001	131686	133869	1	+	2184	Tail-specific protease precursor (EC 3.4.21.102)	- none -	 	 
fig|1699134.5.peg.122	CDS	NZ_LHVT01000001	133957	134742	1	+	786	DNA/RNA non-specific endonuclease	- none -	 	 
fig|1699134.5.peg.123	CDS	NZ_LHVT01000001	135381	134719	-3	-	663	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Pentose phosphate pathway; <br>Riboflavin synthesis cluster	 	 
fig|1699134.5.peg.124	CDS	NZ_LHVT01000001	135632	137554	2	+	1923	hypothetical protein	- none -	 	 
fig|1699134.5.peg.125	CDS	NZ_LHVT01000001	137561	139714	2	+	2154	hypothetical protein	- none -	 	 
fig|1699134.5.peg.126	CDS	NZ_LHVT01000001	140770	139907	-1	-	864	RNA polymerase sigma factor RpoD	Transcription initiation, bacterial sigma factors	 	 
fig|1699134.5.peg.127	CDS	NZ_LHVT01000001	142667	140940	-2	-	1728	hypothetical protein	- none -	 	 
fig|1699134.5.peg.128	CDS	NZ_LHVT01000001	143830	142655	-1	-	1176	hypothetical protein	- none -	 	 
fig|1699134.5.peg.129	CDS	NZ_LHVT01000001	145082	143904	-2	-	1179	hypothetical protein	- none -	 	 
fig|1699134.5.peg.130	CDS	NZ_LHVT01000001	147871	145085	-1	-	2787	Putative outer membrane protein, probably involved in nutrient binding	- none -	 	 
fig|1699134.5.peg.131	CDS	NZ_LHVT01000001	148529	147876	-2	-	654	hypothetical protein	- none -	 	 
fig|1699134.5.peg.132	CDS	NZ_LHVT01000001	148628	148744	2	+	117	hypothetical protein	- none -	 	 
fig|1699134.5.peg.133	CDS	NZ_LHVT01000001	149061	148810	-3	-	252	hypothetical protein	- none -	 	 
fig|1699134.5.peg.134	CDS	NZ_LHVT01000001	149997	149251	-3	-	747	Sensory transduction regulatory protein	- none -	 	 
fig|1699134.5.peg.135	CDS	NZ_LHVT01000001	151732	149999	-1	-	1734	Two-component system sensor histidine kinase	- none -	 	 
fig|1699134.5.peg.136	CDS	NZ_LHVT01000001	152133	151735	-3	-	399	hypothetical protein	- none -	 	 
fig|1699134.5.peg.137	CDS	NZ_LHVT01000001	153304	152342	-1	-	963	hypothetical protein	- none -	 	 
fig|1699134.5.peg.138	CDS	NZ_LHVT01000001	153408	154241	3	+	834	hypothetical protein	- none -	 	 
fig|1699134.5.peg.139	CDS	NZ_LHVT01000001	154254	154853	3	+	600	CDP-alcohol phosphatidyltransferase	- none -	 	 
fig|1699134.5.peg.140	CDS	NZ_LHVT01000001	156621	154945	-3	-	1677	hypothetical protein	- none -	 	 
fig|1699134.5.peg.141	CDS	NZ_LHVT01000001	157781	156609	-2	-	1173	hypothetical protein	- none -	 	 
fig|1699134.5.peg.142	CDS	NZ_LHVT01000001	160562	157800	-2	-	2763	TonB-dependent receptor	Ton and Tol transport systems	 	 
fig|1699134.5.peg.143	CDS	NZ_LHVT01000001	161382	160582	-3	-	801	hypothetical protein	- none -	 	 
fig|1699134.5.peg.144	CDS	NZ_LHVT01000001	163779	161644	-3	-	2136	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	- none -	 	 
fig|1699134.5.peg.145	CDS	NZ_LHVT01000001	164224	163958	-1	-	267	SSU ribosomal protein S15p (S13e)	Ribosome SSU bacterial	 	 
fig|1699134.5.peg.146	CDS	NZ_LHVT01000001	165137	164442	-2	-	696	hypothetical protein	- none -	 	 
fig|1699134.5.peg.147	CDS	NZ_LHVT01000001	165628	165173	-1	-	456	GAF domain-containing proteins	- none -	 	 
fig|1699134.5.peg.148	CDS	NZ_LHVT01000001	165700	166236	1	+	537	hypothetical protein	- none -	 	 
fig|1699134.5.peg.149	CDS	NZ_LHVT01000001	166226	166672	2	+	447	hypothetical protein	- none -	 	 
fig|1699134.5.peg.150	CDS	NZ_LHVT01000001	166719	167114	3	+	396	hypothetical protein	- none -	 	 
fig|1699134.5.peg.151	CDS	NZ_LHVT01000001	167229	169235	3	+	2007	TonB-dependent outer membrane receptor	- none -	 	 
fig|1699134.5.peg.152	CDS	NZ_LHVT01000001	169263	169607	3	+	345	hypothetical protein	- none -	 	 
fig|1699134.5.peg.153	CDS	NZ_LHVT01000001	169738	170418	1	+	681	DedA protein	DedA family of inner membrane proteins; <br>Uptake of selenate and selenite	 	 
fig|1699134.5.peg.154	CDS	NZ_LHVT01000001	171962	170727	-2	-	1236	Rod shape-determining protein RodA	Bacterial cell division cluster	 	 
fig|1699134.5.peg.155	CDS	NZ_LHVT01000001	173941	171974	-1	-	1968	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)	- none -	 	 
fig|1699134.5.peg.156	CDS	NZ_LHVT01000001	174444	173938	-3	-	507	Rod shape-determining protein MreD	Bacterial cell division cluster; <br>CBSS-354.1.peg.2917	 	 
fig|1699134.5.peg.157	CDS	NZ_LHVT01000001	175267	174437	-1	-	831	Rod shape-determining protein MreC	Bacterial cell division cluster; <br>CBSS-354.1.peg.2917	 	 
fig|1699134.5.peg.158	CDS	NZ_LHVT01000001	176407	175379	-1	-	1029	Rod shape-determining protein MreB	Bacterial cell division cluster	 	 
fig|1699134.5.peg.159	CDS	NZ_LHVT01000001	178018	176465	-1	-	1554	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	5-FCL-like protein; <br>De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis	 	 
fig|1699134.5.peg.160	CDS	NZ_LHVT01000001	178156	179403	1	+	1248	ABC-type antimicrobial peptide transport system, permease component	- none -	 	 
fig|1699134.5.peg.161	CDS	NZ_LHVT01000001	179488	180375	1	+	888	Jumonji domain containing 5	- none -	 	 
fig|1699134.5.peg.162	CDS	NZ_LHVT01000001	180616	180377	-1	-	240	hypothetical protein	- none -	 	 
fig|1699134.5.peg.163	CDS	NZ_LHVT01000001	180987	180685	-3	-	303	hypothetical protein	- none -	 	 
fig|1699134.5.peg.164	CDS	NZ_LHVT01000001	181479	181078	-3	-	402	hypothetical protein	- none -	 	 
fig|1699134.5.peg.165	CDS	NZ_LHVT01000001	182343	181729	-3	-	615	hypothetical protein	- none -	 	 
fig|1699134.5.peg.166	CDS	NZ_LHVT01000001	183282	182428	-3	-	855	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	Fatty Acid Biosynthesis FASII	 	 
fig|1699134.5.peg.167	CDS	NZ_LHVT01000001	184436	183369	-2	-	1068	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	- none -	 	 
fig|1699134.5.peg.168	CDS	NZ_LHVT01000001	187070	184497	-2	-	2574	hypothetical protein	- none -	 	 
fig|1699134.5.peg.169	CDS	NZ_LHVT01000001	187109	187837	2	+	729	RNA methyltransferase, TrmH family	- none -	 	 
fig|1699134.5.peg.170	CDS	NZ_LHVT01000001	188569	187847	-1	-	723	PorT protein	- none -	 	 
fig|1699134.5.peg.171	CDS	NZ_LHVT01000001	189302	188571	-2	-	732	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	- none -	 	 
fig|1699134.5.peg.172	CDS	NZ_LHVT01000001	189418	189305	-1	-	114	hypothetical protein	- none -	 	 
fig|1699134.5.peg.173	CDS	NZ_LHVT01000001	190363	189881	-1	-	483	Dihydrofolate reductase (EC 1.5.1.3)	5-FCL-like protein; <br>Folate Biosynthesis	 	 
fig|1699134.5.peg.174	CDS	NZ_LHVT01000001	190720	190376	-1	-	345	2TM domain (pfam13239)	- none -	 	 
fig|1699134.5.peg.175	CDS	NZ_LHVT01000001	190961	191257	2	+	297	1,4-alpha-glucan branching enzyme (EC 2.4.1.18)	- none -	 	 
fig|1699134.5.peg.176	CDS	NZ_LHVT01000001	192146	191295	-2	-	852	Thymidylate synthase (EC 2.1.1.45)	Folate Biosynthesis; <br>pyrimidine conversions	 	 
fig|1699134.5.peg.177	CDS	NZ_LHVT01000001	192916	192272	-1	-	645	hypothetical protein	- none -	 	 
fig|1699134.5.peg.178	CDS	NZ_LHVT01000001	194026	193058	-1	-	969	Electron transfer flavoprotein, alpha subunit	Acetyl-CoA fermentation to Butyrate	 	 
fig|1699134.5.peg.179	CDS	NZ_LHVT01000001	194919	194173	-3	-	747	Electron transfer flavoprotein, beta subunit	Acetyl-CoA fermentation to Butyrate	 	 
fig|1699134.5.peg.180	CDS	NZ_LHVT01000001	195423	196400	3	+	978	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	 	 
fig|1699134.5.peg.181	CDS	NZ_LHVT01000001	196446	198971	3	+	2526	hypothetical protein	- none -	 	 
fig|1699134.5.peg.182	CDS	NZ_LHVT01000001	199023	200075	3	+	1053	Integral membrane protein	- none -	 	 
fig|1699134.5.peg.183	CDS	NZ_LHVT01000001	200088	200687	3	+	600	HhH-GPD base excision DNA repair family protein; Probable 3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	- none -	 	 
fig|1699134.5.peg.184	CDS	NZ_LHVT01000001	200820	201350	3	+	531	Inorganic pyrophosphatase (EC 3.6.1.1)	Phosphate metabolism	 	 
fig|1699134.5.peg.185	CDS	NZ_LHVT01000001	201464	204016	2	+	2553	Pyrophosphate-energized proton pump (EC 3.6.1.1)	Phosphate metabolism	 	 
fig|1699134.5.peg.186	CDS	NZ_LHVT01000001	205229	204615	-2	-	615	Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)	Purine conversions; <br>Purine conversions	 	 
fig|1699134.5.peg.187	CDS	NZ_LHVT01000001	206032	205229	-1	-	804	hypothetical protein	- none -	 	 
fig|1699134.5.peg.188	CDS	NZ_LHVT01000001	206266	207150	1	+	885	hypothetical protein	- none -	 	 
fig|1699134.5.peg.189	CDS	NZ_LHVT01000001	207241	209928	1	+	2688	hypothetical protein	- none -	 	 
