Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1121891.12.peg.17	CDS	NZ_AUGN01000001	26429	25767	-2	-	663	Spermidine synthase-like protein	- none -	 	 
fig|1121891.12.peg.18	CDS	NZ_AUGN01000001	26484	27032	3	+	549	Acyltransferase	- none -	 	 
fig|1121891.12.peg.19	CDS	NZ_AUGN01000001	27578	27111	-2	-	468	Transcriptional regulator	- none -	 	 
fig|1121891.12.peg.20	CDS	NZ_AUGN01000001	27871	29031	1	+	1161	hypothetical protein	- none -	 	 
fig|1121891.12.peg.21	CDS	NZ_AUGN01000001	29090	29569	2	+	480	Transcriptional regulator, AsnC family	- none -	 	 
fig|1121891.12.peg.22	CDS	NZ_AUGN01000001	29616	30116	3	+	501	hypothetical protein	- none -	 	 
fig|1121891.12.peg.23	CDS	NZ_AUGN01000001	30510	30163	-3	-	348	hypothetical protein	- none -	 	 
fig|1121891.12.peg.24	CDS	NZ_AUGN01000001	31569	30598	-3	-	972	Deoxyhypusine synthase (EC 2.5.1.46)	Alkaloid biosynthesis from L-lysine; <br>Modification of eukaryotic initiation factor 5A	 	 
fig|1121891.12.peg.25	CDS	NZ_AUGN01000001	32999	31596	-2	-	1404	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	Arginine and Ornithine Degradation; <br>Polyamine Metabolism	 	 
fig|1121891.12.peg.26	CDS	NZ_AUGN01000001	33230	33057	-2	-	174	hypothetical protein	- none -	 	 
fig|1121891.12.peg.27	CDS	NZ_AUGN01000001	34354	33284	-1	-	1071	3-dehydroquinate synthase (EC 4.2.3.4)	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|1121891.12.peg.28	CDS	NZ_AUGN01000001	34451	35617	2	+	1167	Carbapenem antibiotics biosynthesis protein carD	- none -	 	 
fig|1121891.12.peg.29	CDS	NZ_AUGN01000001	39425	35676	-2	-	3750	hypothetical protein	- none -	 	 
fig|1121891.12.peg.30	CDS	NZ_AUGN01000001	41940	39538	-3	-	2403	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4) / Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	Dehydrogenase complexes; <br>Dehydrogenase complexes; <br>Isoleucine degradation; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation; <br>Valine degradation	 	 
fig|1121891.12.peg.31	CDS	NZ_AUGN01000001	44933	42108	-2	-	2826	Aminopeptidase N	- none -	 	 
fig|1121891.12.peg.32	CDS	NZ_AUGN01000001	45081	47066	3	+	1986	hypothetical protein	- none -	 	 
fig|1121891.12.peg.33	CDS	NZ_AUGN01000001	47851	47126	-1	-	726	hypothetical protein	- none -	 	 
fig|1121891.12.peg.34	CDS	NZ_AUGN01000001	50712	47881	-3	-	2832	Excinuclease ABC subunit A	DNA repair, UvrABC system	 	 
fig|1121891.12.peg.35	CDS	NZ_AUGN01000001	50820	51341	3	+	522	hypothetical protein	- none -	 	 
fig|1121891.12.peg.36	CDS	NZ_AUGN01000001	53200	51383	-1	-	1818	Chloride channel protein	- none -	 	 
fig|1121891.12.peg.37	CDS	NZ_AUGN01000001	53890	53297	-1	-	594	Acyl carrier protein phosphodiesterase (EC 3.1.4.14)	Fatty Acid Biosynthesis FASII	 	 
fig|1121891.12.peg.38	CDS	NZ_AUGN01000001	54070	55458	1	+	1389	Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10)	Mannose Metabolism	 	 
fig|1121891.12.peg.39	CDS	NZ_AUGN01000001	55529	55864	2	+	336	hypothetical protein	- none -	 	 
fig|1121891.12.peg.40	CDS	NZ_AUGN01000001	56078	56395	2	+	318	hypothetical protein	- none -	 	 
fig|1121891.12.peg.41	CDS	NZ_AUGN01000001	56912	56469	-2	-	444	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	- none -	 	 
fig|1121891.12.peg.42	CDS	NZ_AUGN01000001	57600	56917	-3	-	684	Aspartate racemase (EC 5.1.1.13)	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|1121891.12.peg.43	CDS	NZ_AUGN01000001	58531	57605	-1	-	927	SAM-dependent methyltransferase	- none -	 	 
fig|1121891.12.peg.44	CDS	NZ_AUGN01000001	59697	58540	-3	-	1158	hypothetical protein	- none -	 	 
fig|1121891.12.peg.45	CDS	NZ_AUGN01000001	60915	59704	-3	-	1212	Bll2902 protein	- none -	 	 
fig|1121891.12.peg.46	CDS	NZ_AUGN01000001	61365	61084	-3	-	282	hypothetical protein	- none -	 	 
fig|1121891.12.peg.47	CDS	NZ_AUGN01000001	62994	61420	-3	-	1575	UPF0061 protein YdiU	- none -	 	 
fig|1121891.12.peg.48	CDS	NZ_AUGN01000001	63055	64695	1	+	1641	Peptidase, S41 family	- none -	 	 
fig|1121891.12.peg.49	CDS	NZ_AUGN01000001	65137	64757	-1	-	381	hypothetical protein	- none -	 	 
fig|1121891.12.peg.50	CDS	NZ_AUGN01000001	66957	65206	-3	-	1752	Efflux ABC transporter, permease/ATP-binding protein	- none -	 	 
fig|1121891.12.peg.51	CDS	NZ_AUGN01000001	67148	68251	2	+	1104	Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23)	- none -	 	 
fig|1121891.12.peg.52	CDS	NZ_AUGN01000001	68327	69268	2	+	942	Transcription termination protein NusB	Riboflavin synthesis cluster; <br>Transcription factors bacterial	 	 
fig|1121891.12.peg.53	CDS	NZ_AUGN01000001	69282	69755	3	+	474	hypothetical protein	- none -	 	 
fig|1121891.12.peg.54	CDS	NZ_AUGN01000001	69765	70037	3	+	273	Protein translocase subunit YajC	- none -	 	 
fig|1121891.12.peg.55	CDS	NZ_AUGN01000001	70618	70040	-1	-	579	DUF1801 domain-containing protein	- none -	 	 
fig|1121891.12.peg.56	CDS	NZ_AUGN01000001	70748	71620	2	+	873	Ribosomal protein S6--L-glutamate ligase	- none -	 	 
fig|1121891.12.peg.57	CDS	NZ_AUGN01000001	71921	71715	-2	-	207	hypothetical protein	- none -	 	 
fig|1121891.12.peg.58	CDS	NZ_AUGN01000001	73233	71995	-3	-	1239	Tripeptide aminopeptidase (EC 3.4.11.4)	- none -	 	 
fig|1121891.12.peg.59	CDS	NZ_AUGN01000001	74785	73307	-1	-	1479	Fumarate hydratase class II (EC 4.2.1.2)	- none -	 	 
fig|1121891.12.peg.60	CDS	NZ_AUGN01000001	74879	75052	2	+	174	Uncharacterized protein CA2559_09228	- none -	 	 
fig|1121891.12.peg.61	CDS	NZ_AUGN01000001	77591	75132	-2	-	2460	Putative TonB-dependent receptor	- none -	 	 
fig|1121891.12.peg.62	CDS	NZ_AUGN01000001	78018	77677	-3	-	342	Uncharacterized protein YfgD, not an arsenate reductase	- none -	 	 
fig|1121891.12.peg.63	CDS	NZ_AUGN01000001	78034	79020	1	+	987	Uncharacterized integral membrane protein Fjoh_4783	- none -	 	 
fig|1121891.12.peg.64	CDS	NZ_AUGN01000001	79032	80078	3	+	1047	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	Menaquinone and Phylloquinone Biosynthesis; <br>Menaquinone and Phylloquinone Biosynthesis -- gjo	 	 
fig|1121891.12.peg.65	CDS	NZ_AUGN01000001	81023	80106	-2	-	918	hypothetical protein	- none -	 	 
fig|1121891.12.peg.66	CDS	NZ_AUGN01000001	81532	81017	-1	-	516	tRNA/rRNA methyltransferase	- none -	 	 
fig|1121891.12.peg.67	CDS	NZ_AUGN01000001	83203	81587	-1	-	1617	Peptidase M1 family protein	- none -	 	 
fig|1121891.12.peg.68	CDS	NZ_AUGN01000001	84945	83302	-3	-	1644	Domain of unknown function / Pseudouridine synthase	- none -	 	 
fig|1121891.12.peg.69	CDS	NZ_AUGN01000001	86665	85022	-1	-	1644	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	Leucine Degradation and HMG-CoA Metabolism	 	 
fig|1121891.12.peg.70	CDS	NZ_AUGN01000001	86882	88387	2	+	1506	Aldehyde dehydrogenase (EC 1.2.1.3)	Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	 	 
fig|1121891.12.peg.71	CDS	NZ_AUGN01000001	88456	88830	1	+	375	hypothetical protein	- none -	 	 
fig|1121891.12.peg.72	CDS	NZ_AUGN01000001	89750	88827	-2	-	924	Transcriptional regulator, AraC family	- none -	 	 
fig|1121891.12.peg.73	CDS	NZ_AUGN01000001	90768	89884	-3	-	885	Peptide chain release factor 2 @ programmed frameshift-containing	Programmed frameshift; <br>Programmed frameshift; <br>Translation termination factors bacterial	 	 
fig|1121891.12.peg.74	CDS	NZ_AUGN01000001	91012	92055	1	+	1044	L-allo-threonine aldolase (EC 2.1.2.1)	Threonine degradation	 	 
fig|1121891.12.peg.75	CDS	NZ_AUGN01000001	92441	92118	-2	-	324	Nucleoid-associated protein YaaK	- none -	 	 
fig|1121891.12.peg.76	CDS	NZ_AUGN01000001	92511	94646	3	+	2136	Protease II (EC 3.4.21.83)	- none -	 	 
fig|1121891.12.peg.77	CDS	NZ_AUGN01000001	94729	95769	1	+	1041	Cystathionine beta-synthase (EC 4.2.1.22)	Cysteine Biosynthesis; <br>Glycine and Serine Utilization; <br>Methionine Biosynthesis	 	 
fig|1121891.12.peg.78	CDS	NZ_AUGN01000001	95877	97364	3	+	1488	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria	 	 
fig|1121891.12.peg.79	CDS	NZ_AUGN01000001	98236	97367	-1	-	870	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241)	- none -	 	 
fig|1121891.12.peg.80	CDS	NZ_AUGN01000001	98319	98960	3	+	642	Rhomboid family protein	- none -	 	 
fig|1121891.12.peg.81	CDS	NZ_AUGN01000001	98968	99693	1	+	726	hypothetical protein	- none -	 	 
fig|1121891.12.peg.82	CDS	NZ_AUGN01000001	101127	100003	-3	-	1125	Thiol:disulfide interchange protein	- none -	 	 
fig|1121891.12.peg.83	CDS	NZ_AUGN01000001	102666	101257	-3	-	1410	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|1121891.12.peg.84	CDS	NZ_AUGN01000001	103528	102734	-1	-	795	hypothetical protein	- none -	 	 
fig|1121891.12.peg.85	CDS	NZ_AUGN01000001	104157	103525	-3	-	633	Transcriptional regulator, Crp/Fnr family	Oxidative stress	 	 
fig|1121891.12.peg.86	CDS	NZ_AUGN01000001	104238	104813	3	+	576	hypothetical protein	- none -	 	 
fig|1121891.12.peg.87	CDS	NZ_AUGN01000001	104814	105191	3	+	378	UPF0225 protein YchJ	Broadly distributed proteins not in subsystems	 	 
fig|1121891.12.peg.88	CDS	NZ_AUGN01000001	106173	105274	-3	-	900	hypothetical protein	- none -	 	 
fig|1121891.12.peg.89	CDS	NZ_AUGN01000001	106335	107249	3	+	915	hypothetical protein	- none -	 	 
fig|1121891.12.peg.90	CDS	NZ_AUGN01000001	107251	107793	1	+	543	hypothetical protein	- none -	 	 
fig|1121891.12.peg.91	CDS	NZ_AUGN01000001	108413	107988	-2	-	426	hypothetical protein	- none -	 	 
fig|1121891.12.peg.92	CDS	NZ_AUGN01000001	108563	108793	2	+	231	hypothetical protein	- none -	 	 
fig|1121891.12.peg.93	CDS	NZ_AUGN01000001	108804	109439	3	+	636	hypothetical protein	- none -	 	 
fig|1121891.12.peg.94	CDS	NZ_AUGN01000001	109726	110502	1	+	777	ABC transporter, permease protein (cluster 9, phospholipid)	- none -	 	 
fig|1121891.12.peg.95	CDS	NZ_AUGN01000001	110515	111291	1	+	777	ABC transporter, ATP-binding protein (cluster 9, phospholipid)	- none -	 	 
fig|1121891.12.peg.96	CDS	NZ_AUGN01000001	111321	112313	3	+	993	VpsC protein	- none -	 	 
fig|1121891.12.peg.97	CDS	NZ_AUGN01000001	113403	112729	-3	-	675	ABC transporter, ATP-binding protein	- none -	 	 
fig|1121891.12.peg.98	CDS	NZ_AUGN01000001	114667	113405	-1	-	1263	ABC transporter, permease protein	- none -	 	 
fig|1121891.12.peg.99	CDS	NZ_AUGN01000001	115746	114664	-3	-	1083	hypothetical protein	- none -	 	 
fig|1121891.12.peg.100	CDS	NZ_AUGN01000001	116024	116593	2	+	570	putative membrane-associated phospholipid phosphatase, PAP2 superfamily	- none -	 	 
fig|1121891.12.peg.101	CDS	NZ_AUGN01000001	118437	117166	-3	-	1272	hypothetical protein	- none -	 	 
fig|1121891.12.peg.102	CDS	NZ_AUGN01000001	120063	118720	-3	-	1344	ATP-dependent RNA helicase	- none -	 	 
fig|1121891.12.peg.103	CDS	NZ_AUGN01000001	120420	120917	3	+	498	hypothetical protein	- none -	 	 
fig|1121891.12.peg.104	CDS	NZ_AUGN01000001	122078	121212	-2	-	867	hypothetical protein	- none -	 	 
fig|1121891.12.peg.105	CDS	NZ_AUGN01000001	122422	122117	-1	-	306	Excinuclease ABC, C subunit-like	- none -	 	 
fig|1121891.12.peg.106	CDS	NZ_AUGN01000001	124081	123365	-1	-	717	hypothetical protein	- none -	 	 
fig|1121891.12.peg.107	CDS	NZ_AUGN01000001	124849	124169	-1	-	681	hypothetical protein	- none -	 	 
fig|1121891.12.peg.108	CDS	NZ_AUGN01000001	125472	124984	-3	-	489	hypothetical protein	- none -	 	 
fig|1121891.12.peg.109	CDS	NZ_AUGN01000001	126604	125486	-1	-	1119	hypothetical protein	- none -	 	 
fig|1121891.12.peg.110	CDS	NZ_AUGN01000001	127878	126613	-3	-	1266	hypothetical protein	- none -	 	 
fig|1121891.12.peg.111	CDS	NZ_AUGN01000001	128390	127908	-2	-	483	hypothetical protein	- none -	 	 
fig|1121891.12.peg.112	CDS	NZ_AUGN01000001	128701	128444	-1	-	258	hypothetical protein	- none -	 	 
fig|1121891.12.peg.113	CDS	NZ_AUGN01000001	131172	128713	-3	-	2460	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	Restriction-Modification System; <br>Type I Restriction-Modification	 	 
fig|1121891.12.peg.114	CDS	NZ_AUGN01000001	131724	131272	-3	-	453	Transposase	- none -	 	 
fig|1121891.12.peg.115	CDS	NZ_AUGN01000001	133010	131727	-2	-	1284	Type I restriction-modification system, specificity subunit S	- none -	 	 
fig|1121891.12.peg.116	CDS	NZ_AUGN01000001	134461	133007	-1	-	1455	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	Restriction-Modification System; <br>Type I Restriction-Modification	 	 
fig|1121891.12.peg.117	CDS	NZ_AUGN01000001	135658	134909	-1	-	750	hypothetical protein	- none -	 	 
fig|1121891.12.peg.118	CDS	NZ_AUGN01000001	135961	136149	1	+	189	hypothetical protein	- none -	 	 
fig|1121891.12.peg.119	CDS	NZ_AUGN01000001	136350	137600	3	+	1251	Putative oxidoreductase	- none -	 	 
fig|1121891.12.peg.120	CDS	NZ_AUGN01000001	139630	138212	-1	-	1419	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	- none -	 	 
fig|1121891.12.peg.121	CDS	NZ_AUGN01000001	140036	140908	2	+	873	Universal stress protein	- none -	 	 
fig|1121891.12.peg.122	CDS	NZ_AUGN01000001	142091	140973	-2	-	1119	DNA polymerase III beta subunit (EC 2.7.7.7)	DNA replication cluster 1	 	 
fig|1121891.12.peg.123	CDS	NZ_AUGN01000001	143902	142220	-1	-	1683	Gliding motility-associated ABC transporter substrate-binding protein GldG	- none -	 	 
fig|1121891.12.peg.124	CDS	NZ_AUGN01000001	144627	143902	-3	-	726	Gliding motility-associated ABC transporter permease protein GldF	- none -	 	 
fig|1121891.12.peg.125	CDS	NZ_AUGN01000001	145032	144736	-3	-	297	hypothetical protein	- none -	 	 
fig|1121891.12.peg.126	CDS	NZ_AUGN01000001	145894	145070	-1	-	825	FIG00648915: hypothetical protein	- none -	 	 
fig|1121891.12.peg.127	CDS	NZ_AUGN01000001	146001	146951	3	+	951	Phosphate starvation-inducible protein PhoH, predicted ATPase	CBSS-56780.10.peg.1536; <br>CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster; <br>Phosphate metabolism; <br>Phosphate metabolism	 	 
fig|1121891.12.peg.128	CDS	NZ_AUGN01000001	147152	148585	2	+	1434	Cytoplasmic alpha-amylase (EC 3.2.1.1)	- none -	 	 
fig|1121891.12.peg.129	CDS	NZ_AUGN01000001	148677	149489	3	+	813	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|1121891.12.peg.130	CDS	NZ_AUGN01000001	149687	150184	2	+	498	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases	 	 
fig|1121891.12.peg.131	CDS	NZ_AUGN01000001	150302	151249	2	+	948	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	De Novo Purine Biosynthesis	 	 
fig|1121891.12.peg.132	CDS	NZ_AUGN01000001	151901	151317	-2	-	585	hypothetical protein	- none -	 	 
fig|1121891.12.peg.133	CDS	NZ_AUGN01000001	153126	152038	-3	-	1089	Endoglucanase	- none -	 	 
fig|1121891.12.peg.134	CDS	NZ_AUGN01000001	153232	153903	1	+	672	hypothetical protein	- none -	 	 
fig|1121891.12.peg.135	CDS	NZ_AUGN01000001	154753	153893	-1	-	861	Putative hydrolase	- none -	 	 
fig|1121891.12.peg.136	CDS	NZ_AUGN01000001	154912	155730	1	+	819	Zn-dependent protease with chaperone function PA4632	- none -	 	 
fig|1121891.12.peg.137	CDS	NZ_AUGN01000001	155791	157176	1	+	1386	Uncharacterized MFS-type transporter	- none -	 	 
fig|1121891.12.peg.138	CDS	NZ_AUGN01000001	157209	157964	3	+	756	hypothetical protein	- none -	 	 
fig|1121891.12.peg.139	CDS	NZ_AUGN01000001	157975	158883	1	+	909	hypothetical protein	- none -	 	 
fig|1121891.12.peg.140	CDS	NZ_AUGN01000001	159080	161533	2	+	2454	ATP-dependent protease La (EC 3.4.21.53) Type I	Proteolysis in bacteria, ATP-dependent	 	 
fig|1121891.12.peg.141	CDS	NZ_AUGN01000001	161975	161595	-2	-	381	RidA/YER057c/UK114 superfamily protein	- none -	 	 
fig|1121891.12.peg.142	CDS	NZ_AUGN01000001	164677	162029	-1	-	2649	LPS-assembly protein LptD @ Organic solvent tolerance protein precursor	ECSIG4-SIG7	 	 
fig|1121891.12.peg.143	CDS	NZ_AUGN01000001	164794	165930	1	+	1137	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids	 	 
fig|1121891.12.peg.144	CDS	NZ_AUGN01000001	165983	166936	2	+	954	ABC transporter, substrate-binding protein (cluster 9, phospholipid)	- none -	 	 
fig|1121891.12.peg.145	CDS	NZ_AUGN01000001	166949	168253	2	+	1305	Iron-sulphur-binding reductase	- none -	 	 
fig|1121891.12.peg.146	CDS	NZ_AUGN01000001	168327	168773	3	+	447	hypothetical protein	- none -	 	 
fig|1121891.12.peg.147	CDS	NZ_AUGN01000001	168851	169642	2	+	792	Iron-sulphur-binding reductase	- none -	 	 
fig|1121891.12.peg.148	CDS	NZ_AUGN01000001	169645	170265	1	+	621	hypothetical protein	- none -	 	 
fig|1121891.12.peg.149	CDS	NZ_AUGN01000001	170267	170749	2	+	483	hypothetical protein	- none -	 	 
fig|1121891.12.peg.150	CDS	NZ_AUGN01000001	170812	173739	1	+	2928	beta-glycosyl hydrolase / Uncharacterized esterase	- none -	 	 
fig|1121891.12.peg.151	CDS	NZ_AUGN01000001	173826	174281	3	+	456	DUF1801 domain-containing protein	- none -	 	 
fig|1121891.12.peg.152	CDS	NZ_AUGN01000001	174346	175488	1	+	1143	UDP-N-acetylglucosamine:L-malate glycosyltransferase	- none -	 	 
fig|1121891.12.peg.153	CDS	NZ_AUGN01000001	176047	175541	-1	-	507	hypothetical protein	- none -	 	 
fig|1121891.12.peg.154	CDS	NZ_AUGN01000001	176974	176156	-1	-	819	hypothetical protein	- none -	 	 
fig|1121891.12.peg.155	CDS	NZ_AUGN01000001	177075	178136	3	+	1062	Chorismate synthase (EC 4.2.3.5)	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|1121891.12.peg.156	CDS	NZ_AUGN01000001	178306	178163	-1	-	144	hypothetical protein	- none -	 	 
fig|1121891.12.peg.157	CDS	NZ_AUGN01000001	178462	179781	1	+	1320	hypothetical protein	- none -	 	 
fig|1121891.12.peg.158	CDS	NZ_AUGN01000001	180275	179844	-2	-	432	Uncharacterized protein YuxK	- none -	 	 
fig|1121891.12.peg.159	CDS	NZ_AUGN01000001	182515	180350	-1	-	2166	Recombination inhibitory protein MutS2	DNA repair, bacterial MutL-MutS system	 	 
fig|1121891.12.peg.160	CDS	NZ_AUGN01000001	182598	183266	3	+	669	Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)	- none -	 	 
fig|1121891.12.peg.161	CDS	NZ_AUGN01000001	184195	183263	-1	-	933	hypothetical protein	- none -	 	 
fig|1121891.12.peg.162	CDS	NZ_AUGN01000001	185072	184218	-2	-	855	ACR269Cp	- none -	 	 
fig|1121891.12.peg.163	CDS	NZ_AUGN01000001	186285	185167	-3	-	1119	hypothetical protein	- none -	 	 
fig|1121891.12.peg.164	CDS	NZ_AUGN01000001	186899	186366	-2	-	534	Acetyltransferase, GNAT family	- none -	 	 
fig|1121891.12.peg.165	CDS	NZ_AUGN01000001	187356	186967	-3	-	390	Prolyl endopeptidase	- none -	 	 
fig|1121891.12.peg.166	CDS	NZ_AUGN01000001	187898	187356	-2	-	543	Acid-resistant locus arl7 (Fragment)	- none -	 	 
fig|1121891.12.peg.167	CDS	NZ_AUGN01000001	188778	187912	-3	-	867	Purine nucleoside phosphorylase (EC 2.4.2.1)	Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions	 	 
fig|1121891.12.peg.168	CDS	NZ_AUGN01000001	189180	188848	-3	-	333	Translation initiation factor SUI1-related protein	Translation initiation factors bacterial	 	 
fig|1121891.12.peg.169	CDS	NZ_AUGN01000001	189682	189290	-1	-	393	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	- none -	 	 
fig|1121891.12.peg.170	CDS	NZ_AUGN01000001	190848	189895	-3	-	954	Oxidoreductase	- none -	 	 
fig|1121891.12.peg.171	CDS	NZ_AUGN01000001	191026	193002	1	+	1977	TTP-dependent protein, related to E1 component of pyruvate/2-oxoglutarate/acetoin dehydrogenase	- none -	 	 
fig|1121891.12.peg.172	CDS	NZ_AUGN01000001	193456	194169	1	+	714	hypothetical protein	- none -	 	 
fig|1121891.12.peg.173	CDS	NZ_AUGN01000001	194970	199328	3	+	4359	hypothetical protein	- none -	 	 
fig|1121891.12.peg.174	CDS	NZ_AUGN01000001	199334	199762	2	+	429	Two-component system response regulator	- none -	 	 
fig|1121891.12.peg.175	CDS	NZ_AUGN01000001	199803	202517	3	+	2715	Two-component system sensor histidine kinase	- none -	 	 
fig|1121891.12.peg.176	CDS	NZ_AUGN01000001	202580	205084	2	+	2505	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4); FUPA30 P-type ATPase	Copper Transport System; <br>Copper homeostasis	 	 
fig|1121891.12.peg.177	CDS	NZ_AUGN01000001	205548	206066	3	+	519	hypothetical protein	- none -	 	 
fig|1121891.12.peg.178	CDS	NZ_AUGN01000001	206103	206417	3	+	315	Ribosome-associated inhibitor A	- none -	 	 
fig|1121891.12.peg.179	CDS	NZ_AUGN01000001	206726	207193	2	+	468	OsmC/Ohr family protein	- none -	 	 
fig|1121891.12.peg.180	CDS	NZ_AUGN01000001	207243	207620	3	+	378	hypothetical protein	- none -	 	 
fig|1121891.12.peg.181	CDS	NZ_AUGN01000001	207947	208114	2	+	168	hypothetical protein	- none -	 	 
fig|1121891.12.peg.182	CDS	NZ_AUGN01000001	208170	209147	3	+	978	Homoserine kinase (EC 2.7.1.39)	CBSS-269482.1.peg.1294; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis	 	 
fig|1121891.12.peg.183	CDS	NZ_AUGN01000001	209308	209817	1	+	510	hypothetical protein	- none -	 	 
fig|1121891.12.peg.184	CDS	NZ_AUGN01000001	209926	210690	1	+	765	hydrolase-related protein	- none -	 	 
fig|1121891.12.peg.185	CDS	NZ_AUGN01000001	210731	211504	2	+	774	hypothetical protein	- none -	 	 
fig|1121891.12.peg.186	CDS	NZ_AUGN01000001	212522	211497	-2	-	1026	Transcriptional regulator, YafY family	- none -	 	 
fig|1121891.12.peg.187	CDS	NZ_AUGN01000001	213167	212556	-2	-	612	COG4339 metal-dependent phosphohydrolase, HD superfamily	- none -	 	 
