Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1736351.5.peg.52	CDS	NZ_LMPW01000001	69115	68591	-1	-	525	ankyrin repeat protein, putative	- none -	 	 
fig|1736351.5.peg.53	CDS	NZ_LMPW01000001	69675	69118	-3	-	558	hypothetical protein	- none -	 	 
fig|1736351.5.peg.54	CDS	NZ_LMPW01000001	70039	69686	-1	-	354	hypothetical protein	- none -	 	 
fig|1736351.5.peg.55	CDS	NZ_LMPW01000001	70925	70050	-2	-	876	hypothetical protein	- none -	 	 
fig|1736351.5.peg.56	CDS	NZ_LMPW01000001	71383	70907	-1	-	477	hypothetical protein	- none -	 	 
fig|1736351.5.peg.57	CDS	NZ_LMPW01000001	73108	71501	-1	-	1608	hypothetical protein	- none -	 	 
fig|1736351.5.peg.58	CDS	NZ_LMPW01000001	74228	73296	-2	-	933	Transcriptional regulator, AraC family	- none -	 	 
fig|1736351.5.peg.59	CDS	NZ_LMPW01000001	74387	74791	2	+	405	hypothetical protein	- none -	 	 
fig|1736351.5.peg.60	CDS	NZ_LMPW01000001	75809	75195	-2	-	615	hypothetical protein	- none -	 	 
fig|1736351.5.peg.61	CDS	NZ_LMPW01000001	76576	75857	-1	-	720	hypothetical protein	- none -	 	 
fig|1736351.5.peg.62	CDS	NZ_LMPW01000001	77090	77557	2	+	468	hypothetical protein	- none -	 	 
fig|1736351.5.peg.63	CDS	NZ_LMPW01000001	77599	78273	1	+	675	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1736351.5.peg.64	CDS	NZ_LMPW01000001	78276	79601	3	+	1326	hypothetical protein	- none -	 	 
fig|1736351.5.peg.65	CDS	NZ_LMPW01000001	79719	79919	3	+	201	hypothetical protein	- none -	 	 
fig|1736351.5.peg.66	CDS	NZ_LMPW01000001	80930	79986	-2	-	945	hypothetical protein	- none -	 	 
fig|1736351.5.peg.67	CDS	NZ_LMPW01000001	81993	80947	-3	-	1047	FIG01423360: glycoside hydrolase	- none -	 	 
fig|1736351.5.peg.68	CDS	NZ_LMPW01000001	84848	82113	-2	-	2736	predicted phosphohydrolase	- none -	 	 
fig|1736351.5.peg.69	CDS	NZ_LMPW01000001	85537	86820	1	+	1284	hypothetical protein	- none -	 	 
fig|1736351.5.peg.70	CDS	NZ_LMPW01000001	86838	87758	3	+	921	hypothetical protein	- none -	 	 
fig|1736351.5.peg.71	CDS	NZ_LMPW01000001	87773	89719	2	+	1947	hypothetical protein	- none -	 	 
fig|1736351.5.peg.72	CDS	NZ_LMPW01000001	89809	90894	1	+	1086	hypothetical protein	- none -	 	 
fig|1736351.5.peg.73	CDS	NZ_LMPW01000001	90891	91565	3	+	675	putative exported protein	- none -	 	 
fig|1736351.5.peg.74	CDS	NZ_LMPW01000001	91810	92034	1	+	225	hypothetical protein	- none -	 	 
fig|1736351.5.peg.75	CDS	NZ_LMPW01000001	92082	92531	3	+	450	putative exported protein	- none -	 	 
fig|1736351.5.peg.76	CDS	NZ_LMPW01000001	92617	92784	1	+	168	hypothetical protein	- none -	 	 
fig|1736351.5.peg.77	CDS	NZ_LMPW01000001	93249	94118	3	+	870	hypothetical protein	- none -	 	 
fig|1736351.5.peg.78	CDS	NZ_LMPW01000001	94213	95487	1	+	1275	hypothetical protein	- none -	 	 
fig|1736351.5.peg.79	CDS	NZ_LMPW01000001	95707	96528	1	+	822	hypothetical protein	- none -	 	 
fig|1736351.5.peg.80	CDS	NZ_LMPW01000001	96525	96971	3	+	447	hypothetical protein	- none -	 	 
fig|1736351.5.peg.81	CDS	NZ_LMPW01000001	96979	98040	1	+	1062	hypothetical protein	- none -	 	 
fig|1736351.5.peg.82	CDS	NZ_LMPW01000001	98018	98824	2	+	807	hypothetical protein	- none -	 	 
fig|1736351.5.peg.83	CDS	NZ_LMPW01000001	99129	100025	3	+	897	hypothetical protein	- none -	 	 
fig|1736351.5.peg.84	CDS	NZ_LMPW01000001	100054	100956	1	+	903	hypothetical protein	- none -	 	 
fig|1736351.5.peg.85	CDS	NZ_LMPW01000001	100989	101894	3	+	906	hypothetical protein	- none -	 	 
fig|1736351.5.peg.86	CDS	NZ_LMPW01000001	102193	103101	1	+	909	hypothetical protein	- none -	 	 
fig|1736351.5.peg.87	CDS	NZ_LMPW01000001	103108	104067	1	+	960	hypothetical protein	- none -	 	 
fig|1736351.5.peg.88	CDS	NZ_LMPW01000001	104105	105007	2	+	903	hypothetical protein	- none -	 	 
fig|1736351.5.peg.89	CDS	NZ_LMPW01000001	105417	105286	-3	-	132	hypothetical protein	- none -	 	 
fig|1736351.5.peg.90	CDS	NZ_LMPW01000001	107147	106383	-2	-	765	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1736351.5.peg.91	CDS	NZ_LMPW01000001	110272	107237	-1	-	3036	hypothetical protein	- none -	 	 
fig|1736351.5.peg.92	CDS	NZ_LMPW01000001	112447	110543	-1	-	1905	hypothetical protein	- none -	 	 
fig|1736351.5.peg.93	CDS	NZ_LMPW01000001	112772	112656	-2	-	117	hypothetical protein	- none -	 	 
fig|1736351.5.peg.94	CDS	NZ_LMPW01000001	112798	113073	1	+	276	RNA-binding protein	- none -	 	 
fig|1736351.5.peg.95	CDS	NZ_LMPW01000001	113247	113681	3	+	435	hypothetical domain / Cold shock protein of CSP family	- none -	 	 
fig|1736351.5.peg.96	CDS	NZ_LMPW01000001	113697	113888	3	+	192	Cold shock protein of CSP family	- none -	 	 
fig|1736351.5.peg.97	CDS	NZ_LMPW01000001	115005	113947	-3	-	1059	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	- none -	 	 
fig|1736351.5.peg.98	CDS	NZ_LMPW01000001	115667	115218	-2	-	450	Two-component response regulator	- none -	 	 
fig|1736351.5.peg.99	CDS	NZ_LMPW01000001	117059	115881	-2	-	1179	hypothetical protein	- none -	 	 
fig|1736351.5.peg.100	CDS	NZ_LMPW01000001	117748	118197	1	+	450	Response regulator receiver	- none -	 	 
fig|1736351.5.peg.101	CDS	NZ_LMPW01000001	118526	118221	-2	-	306	hypothetical protein	- none -	 	 
fig|1736351.5.peg.102	CDS	NZ_LMPW01000001	118821	119552	3	+	732	Endonuclease	- none -	 	 
fig|1736351.5.peg.103	CDS	NZ_LMPW01000001	119549	120289	2	+	741	FIG003003: hypothetical protein	- none -	 	 
fig|1736351.5.peg.104	CDS	NZ_LMPW01000001	121109	120564	-2	-	546	hypothetical protein	- none -	 	 
fig|1736351.5.peg.105	CDS	NZ_LMPW01000001	121341	121643	3	+	303	hypothetical protein	- none -	 	 
fig|1736351.5.peg.106	CDS	NZ_LMPW01000001	121685	123253	2	+	1569	Oxidoreductase	- none -	 	 
fig|1736351.5.peg.107	CDS	NZ_LMPW01000001	123761	123279	-2	-	483	CinA-like protein	- none -	 	 
fig|1736351.5.peg.108	CDS	NZ_LMPW01000001	124284	123772	-3	-	513	protein of unknown function DUF1452	- none -	 	 
fig|1736351.5.peg.109	CDS	NZ_LMPW01000001	124470	126005	3	+	1536	hypothetical protein	- none -	 	 
fig|1736351.5.peg.110	CDS	NZ_LMPW01000001	126224	126060	-2	-	165	hypothetical protein	- none -	 	 
fig|1736351.5.peg.111	CDS	NZ_LMPW01000001	126976	126284	-1	-	693	hypothetical protein	- none -	 	 
fig|1736351.5.peg.112	CDS	NZ_LMPW01000001	127407	127045	-3	-	363	hypothetical protein	- none -	 	 
fig|1736351.5.peg.113	CDS	NZ_LMPW01000001	128317	127487	-1	-	831	hypothetical protein	- none -	 	 
fig|1736351.5.peg.114	CDS	NZ_LMPW01000001	128626	129363	1	+	738	Probable transmembrane protein	- none -	 	 
fig|1736351.5.peg.115	CDS	NZ_LMPW01000001	129490	130563	1	+	1074	hypothetical protein	- none -	 	 
fig|1736351.5.peg.116	CDS	NZ_LMPW01000001	131013	130570	-3	-	444	hypothetical protein	- none -	 	 
fig|1736351.5.peg.117	CDS	NZ_LMPW01000001	131408	131292	-2	-	117	hypothetical protein	- none -	 	 
fig|1736351.5.peg.118	CDS	NZ_LMPW01000001	131525	133453	2	+	1929	hypothetical protein	- none -	 	 
fig|1736351.5.peg.119	CDS	NZ_LMPW01000001	134449	133691	-1	-	759	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	Fatty Acid Biosynthesis FASII	 	 
fig|1736351.5.peg.120	CDS	NZ_LMPW01000001	134535	134885	3	+	351	Transcriptional regulator, HxlR family	- none -	 	 
fig|1736351.5.peg.121	CDS	NZ_LMPW01000001	135979	135071	-1	-	909	Transcriptional regulator, AraC family	- none -	 	 
fig|1736351.5.peg.122	CDS	NZ_LMPW01000001	136346	135993	-2	-	354	hypothetical protein	- none -	 	 
fig|1736351.5.peg.123	CDS	NZ_LMPW01000001	136553	136353	-2	-	201	hypothetical protein	- none -	 	 
fig|1736351.5.peg.124	CDS	NZ_LMPW01000001	136993	136661	-1	-	333	hypothetical protein	- none -	 	 
fig|1736351.5.peg.125	CDS	NZ_LMPW01000001	137784	136996	-3	-	789	putative oxidoreductase	- none -	 	 
fig|1736351.5.peg.126	CDS	NZ_LMPW01000001	138055	137936	-1	-	120	hypothetical protein	- none -	 	 
fig|1736351.5.peg.127	CDS	NZ_LMPW01000001	138194	138601	2	+	408	hypothetical protein	- none -	 	 
fig|1736351.5.peg.128	CDS	NZ_LMPW01000001	138636	139226	3	+	591	hypothetical protein	- none -	 	 
fig|1736351.5.peg.129	CDS	NZ_LMPW01000001	139449	139589	3	+	141	hypothetical protein	- none -	 	 
fig|1736351.5.peg.130	CDS	NZ_LMPW01000001	139942	140841	1	+	900	Transcriptional regulator, AraC family	- none -	 	 
fig|1736351.5.peg.131	CDS	NZ_LMPW01000001	140948	140859	-2	-	90	hypothetical protein	- none -	 	 
fig|1736351.5.peg.132	CDS	NZ_LMPW01000001	140982	141728	3	+	747	hypothetical protein	- none -	 	 
fig|1736351.5.peg.133	CDS	NZ_LMPW01000001	144219	142978	-3	-	1242	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	- none -	 	 
fig|1736351.5.peg.134	CDS	NZ_LMPW01000001	144293	144394	2	+	102	hypothetical protein	- none -	 	 
fig|1736351.5.peg.135	CDS	NZ_LMPW01000001	144485	145687	2	+	1203	Lysine ketoglutarate reductase (EC 1.5.1.8) (LKR) / Saccharopine dehydrogenase (EC 1.5.1.9)	Lysine degradation	 	 
fig|1736351.5.peg.136	CDS	NZ_LMPW01000001	145779	146159	3	+	381	hypothetical protein	- none -	 	 
fig|1736351.5.peg.137	CDS	NZ_LMPW01000001	147580	146255	-1	-	1326	Inner membrane protein CreD	- none -	 	 
fig|1736351.5.peg.138	CDS	NZ_LMPW01000001	148052	147642	-2	-	411	hypothetical protein	- none -	 	 
fig|1736351.5.peg.139	CDS	NZ_LMPW01000001	148510	148055	-1	-	456	hypothetical protein	- none -	 	 
fig|1736351.5.peg.140	CDS	NZ_LMPW01000001	148797	148561	-3	-	237	Bsl7504 protein	- none -	 	 
fig|1736351.5.peg.141	CDS	NZ_LMPW01000001	149233	148859	-1	-	375	hypothetical protein	- none -	 	 
fig|1736351.5.peg.142	CDS	NZ_LMPW01000001	149888	149265	-2	-	624	hypothetical protein	- none -	 	 
fig|1736351.5.peg.143	CDS	NZ_LMPW01000001	150851	149988	-2	-	864	putative outermembrane protein	- none -	 	 
fig|1736351.5.peg.144	CDS	NZ_LMPW01000001	151712	150894	-2	-	819	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	- none -	 	 
fig|1736351.5.peg.145	CDS	NZ_LMPW01000001	152078	152935	2	+	858	hypothetical protein	- none -	 	 
fig|1736351.5.peg.146	CDS	NZ_LMPW01000001	152935	153477	1	+	543	hypothetical protein	- none -	 	 
fig|1736351.5.peg.147	CDS	NZ_LMPW01000001	153446	154360	2	+	915	hypothetical protein	- none -	 	 
fig|1736351.5.peg.148	CDS	NZ_LMPW01000001	154342	154797	1	+	456	hypothetical protein	- none -	 	 
fig|1736351.5.peg.149	CDS	NZ_LMPW01000001	154999	155556	1	+	558	hypothetical protein	- none -	 	 
fig|1736351.5.peg.150	CDS	NZ_LMPW01000001	156216	155755	-3	-	462	hypothetical protein	- none -	 	 
fig|1736351.5.peg.151	CDS	NZ_LMPW01000001	156686	156213	-2	-	474	hypothetical protein	- none -	 	 
fig|1736351.5.peg.152	CDS	NZ_LMPW01000001	156806	157363	2	+	558	Putative transmembrane protein	- none -	 	 
fig|1736351.5.peg.153	CDS	NZ_LMPW01000001	157439	157852	2	+	414	hypothetical protein	- none -	 	 
fig|1736351.5.peg.154	CDS	NZ_LMPW01000001	159752	157902	-2	-	1851	Glutathione-regulated potassium-efflux system protein KefB/C	- none -	 	 
fig|1736351.5.peg.155	CDS	NZ_LMPW01000001	161291	159876	-2	-	1416	Efflux transport system, outer membrane factor (OMF) lipoprotein	- none -	 	 
fig|1736351.5.peg.156	CDS	NZ_LMPW01000001	164458	161294	-1	-	3165	RND efflux system, inner membrane transporter	- none -	 	 
fig|1736351.5.peg.157	CDS	NZ_LMPW01000001	165691	164471	-1	-	1221	RND efflux system, membrane fusion protein	- none -	 	 
fig|1736351.5.peg.158	CDS	NZ_LMPW01000001	166635	166033	-3	-	603	Transcriptional regulator, AcrR family	- none -	 	 
fig|1736351.5.peg.159	CDS	NZ_LMPW01000001	167291	166752	-2	-	540	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	- none -	 	 
fig|1736351.5.peg.160	CDS	NZ_LMPW01000001	168305	167538	-2	-	768	laminarinase	- none -	 	 
fig|1736351.5.peg.161	CDS	NZ_LMPW01000001	170610	168316	-3	-	2295	beta-glucosidase (EC 3.2.1.21)	- none -	 	 
fig|1736351.5.peg.162	CDS	NZ_LMPW01000001	172345	170696	-1	-	1650	Beta-glucanase precursor (EC 3.2.1.73) (Endo-beta-1,3-1,4 glucanase) (1,3-1,4-beta-D-glucan 4-glucanohydrolase) (Lichenase)	- none -	 	 
fig|1736351.5.peg.163	CDS	NZ_LMPW01000001	173907	172351	-3	-	1557	hypothetical protein	- none -	 	 
fig|1736351.5.peg.164	CDS	NZ_LMPW01000001	175395	173920	-3	-	1476	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1736351.5.peg.165	CDS	NZ_LMPW01000001	178473	175408	-3	-	3066	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1736351.5.peg.166	CDS	NZ_LMPW01000001	181528	178727	-1	-	2802	hypothetical protein	- none -	 	 
fig|1736351.5.peg.167	CDS	NZ_LMPW01000001	181691	182095	2	+	405	hypothetical protein	- none -	 	 
fig|1736351.5.peg.168	CDS	NZ_LMPW01000001	182623	182147	-1	-	477	hypothetical protein	- none -	 	 
fig|1736351.5.peg.169	CDS	NZ_LMPW01000001	182905	182630	-1	-	276	ClpS-like protein Fjoh_3508	- none -	 	 
fig|1736351.5.peg.170	CDS	NZ_LMPW01000001	183786	182920	-3	-	867	Ribosomal protein L11 methyltransferase	- none -	 	 
fig|1736351.5.peg.171	CDS	NZ_LMPW01000001	183932	185149	2	+	1218	Phosphate-selective porin O and P	- none -	 	 
fig|1736351.5.peg.172	CDS	NZ_LMPW01000001	189365	185418	-2	-	3948	Alkaline phosphatase (EC 3.1.3.1)	Phosphate metabolism; <br>Pterin synthesis related cluster	 	 
fig|1736351.5.peg.173	CDS	NZ_LMPW01000001	190313	189561	-2	-	753	Triosephosphate isomerase (EC 5.3.1.1)	- none -	 	 
fig|1736351.5.peg.174	CDS	NZ_LMPW01000001	190810	190313	-1	-	498	Thioredoxin family protein	- none -	 	 
fig|1736351.5.peg.175	CDS	NZ_LMPW01000001	191996	190920	-2	-	1077	Dipeptide ABC transporter, permease protein DppB (TC 3.A.1.5.2)	- none -	 	 
fig|1736351.5.peg.176	CDS	NZ_LMPW01000001	193100	192003	-2	-	1098	hypothetical protein	- none -	 	 
fig|1736351.5.peg.177	CDS	NZ_LMPW01000001	193634	193158	-2	-	477	hypothetical protein	- none -	 	 
fig|1736351.5.peg.178	CDS	NZ_LMPW01000001	193828	194646	1	+	819	Dihydropteroate synthase (EC 2.5.1.15)	Folate Biosynthesis; <br>Folate biosynthesis cluster	 	 
fig|1736351.5.peg.179	CDS	NZ_LMPW01000001	195321	194848	-3	-	474	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)	- none -	 	 
fig|1736351.5.peg.180	CDS	NZ_LMPW01000001	195493	196350	1	+	858	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	NAD and NADP cofactor biosynthesis global	 	 
fig|1736351.5.peg.181	CDS	NZ_LMPW01000001	196361	197284	2	+	924	Ribonuclease BN	- none -	 	 
fig|1736351.5.peg.182	CDS	NZ_LMPW01000001	197331	197489	3	+	159	hypothetical protein	- none -	 	 
fig|1736351.5.peg.183	CDS	NZ_LMPW01000001	197951	200404	2	+	2454	Helicase PriA essential for oriC/DnaA-independent DNA replication	- none -	 	 
fig|1736351.5.peg.184	CDS	NZ_LMPW01000001	201096	200401	-3	-	696	Two-component system response regulator protein	- none -	 	 
fig|1736351.5.peg.185	CDS	NZ_LMPW01000001	201271	201612	1	+	342	SSU ribosomal protein S6p	Ribosome SSU bacterial	 	 
fig|1736351.5.peg.186	CDS	NZ_LMPW01000001	201618	201914	3	+	297	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent	Ribosome SSU bacterial; <br>Ribosome SSU bacterial	 	 
fig|1736351.5.peg.187	CDS	NZ_LMPW01000001	201974	202414	2	+	441	LSU ribosomal protein L9p	Ribosome LSU bacterial	 	 
fig|1736351.5.peg.188	CDS	NZ_LMPW01000001	202512	203030	3	+	519	hypothetical protein	- none -	 	 
fig|1736351.5.peg.189	CDS	NZ_LMPW01000001	203102	205099	2	+	1998	DNA ligase (NAD(+)) (EC 6.5.1.2)	- none -	 	 
fig|1736351.5.peg.190	CDS	NZ_LMPW01000001	206743	205829	-1	-	915	5&#39;-nucleotidase (EC 3.1.3.5)	Purine conversions; <br>pyrimidine conversions	 	 
fig|1736351.5.peg.191	CDS	NZ_LMPW01000001	207546	206767	-3	-	780	5&#39;-nucleotidase (EC 3.1.3.5)	Purine conversions; <br>pyrimidine conversions	 	 
fig|1736351.5.peg.192	CDS	NZ_LMPW01000001	207596	208114	2	+	519	hypothetical protein	- none -	 	 
fig|1736351.5.peg.193	CDS	NZ_LMPW01000001	208117	208998	1	+	882	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch	 	 
fig|1736351.5.peg.194	CDS	NZ_LMPW01000001	209020	209529	1	+	510	Bacterial non-heme ferritin (EC 1.16.3.2)	- none -	 	 
fig|1736351.5.peg.195	CDS	NZ_LMPW01000001	209703	210509	3	+	807	Outer membrane assembly lipoprotein YfiO	- none -	 	 
fig|1736351.5.peg.196	CDS	NZ_LMPW01000001	210519	210836	3	+	318	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	CBSS-176299.4.peg.1292; <br>RNA polymerase bacterial	 	 
fig|1736351.5.peg.197	CDS	NZ_LMPW01000001	210842	212050	2	+	1209	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis	 	 
fig|1736351.5.peg.198	CDS	NZ_LMPW01000001	212043	212927	3	+	885	hypothetical protein	- none -	 	 
fig|1736351.5.peg.199	CDS	NZ_LMPW01000001	213009	214661	3	+	1653	DNA repair protein RecN	DNA repair, bacterial	 	 
fig|1736351.5.peg.200	CDS	NZ_LMPW01000001	214730	215923	2	+	1194	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9), FabV => refractory to triclosan	- none -	 	 
fig|1736351.5.peg.201	CDS	NZ_LMPW01000001	216158	218452	2	+	2295	hypothetical protein	- none -	 	 
fig|1736351.5.peg.202	CDS	NZ_LMPW01000001	218449	220410	1	+	1962	hypothetical protein	- none -	 	 
fig|1736351.5.peg.203	CDS	NZ_LMPW01000001	220681	222120	1	+	1440	hypothetical protein	- none -	 	 
