Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1107311.11.peg.33	CDS	NZ_AVCS01000001	28565	29932	2	+	1368	Vitamin K-dependent gamma-carboxylase (EC 6.4.-.-)	- none -	 	 
fig|1107311.11.peg.34	CDS	NZ_AVCS01000001	29913	32357	3	+	2445	Iron(III) dicitrate transport protein FecA	- none -	 	 
fig|1107311.11.peg.35	CDS	NZ_AVCS01000001	32432	33904	2	+	1473	Inosine-5&#39;-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain	Purine conversions; <br>Purine salvage cluster	 	 
fig|1107311.11.peg.36	CDS	NZ_AVCS01000001	37081	34166	-1	-	2916	hypothetical protein	- none -	 	 
fig|1107311.11.peg.37	CDS	NZ_AVCS01000002	1850	3	-2	-	1848	hypothetical protein	- none -	 	 
fig|1107311.11.peg.38	CDS	NZ_AVCS01000002	4759	2510	-1	-	2250	POTASSIUM/PROTON ANTIPORTER ROSB	Potassium homeostasis	 	 
fig|1107311.11.peg.39	CDS	NZ_AVCS01000002	5442	4903	-3	-	540	Mlr2180 protein	- none -	 	 
fig|1107311.11.peg.40	CDS	NZ_AVCS01000002	7146	5803	-3	-	1344	Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)	De Novo Purine Biosynthesis; <br>Purine conversions	 	 
fig|1107311.11.peg.41	CDS	NZ_AVCS01000002	8178	7258	-3	-	921	hypothetical protein	- none -	 	 
fig|1107311.11.peg.42	CDS	NZ_AVCS01000002	9045	8266	-3	-	780	NAD-dependent protein deacetylase of SIR2 family	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	 	 
fig|1107311.11.peg.43	CDS	NZ_AVCS01000002	9855	9052	-3	-	804	FIG111991: hypothetical protein	CBSS-313593.3.peg.2729	 	 
fig|1107311.11.peg.44	CDS	NZ_AVCS01000002	10385	9855	-2	-	531	RNA polymerase sigma-70 factor	CBSS-313593.3.peg.2729; <br>Transcription initiation, bacterial sigma factors	 	 
fig|1107311.11.peg.45	CDS	NZ_AVCS01000002	10443	11111	3	+	669	tRNA (guanosine(18)-2&#39;-O)-methyltransferase (EC 2.1.1.34)	RNA methylation	 	 
fig|1107311.11.peg.46	CDS	NZ_AVCS01000002	12132	11362	-3	-	771	hypothetical protein	- none -	 	 
fig|1107311.11.peg.47	CDS	NZ_AVCS01000002	14103	12211	-3	-	1893	DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)	- none -	 	 
fig|1107311.11.peg.48	CDS	NZ_AVCS01000002	14778	14203	-3	-	576	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)	- none -	 	 
fig|1107311.11.peg.49	CDS	NZ_AVCS01000002	14894	15571	2	+	678	hypothetical protein	- none -	 	 
fig|1107311.11.peg.50	CDS	NZ_AVCS01000002	15681	16355	3	+	675	hypothetical protein	- none -	 	 
fig|1107311.11.peg.51	CDS	NZ_AVCS01000002	16592	18136	2	+	1545	Carbon-nitrogen hydrolase	- none -	 	 
fig|1107311.11.peg.52	CDS	NZ_AVCS01000002	18451	18828	1	+	378	Putative transmembrane protein	- none -	 	 
fig|1107311.11.peg.53	CDS	NZ_AVCS01000002	18882	19547	3	+	666	RNA polymerase sigma factor RpoE	Transcription initiation, bacterial sigma factors	 	 
fig|1107311.11.peg.54	CDS	NZ_AVCS01000002	19549	20193	1	+	645	GTP cyclohydrolase I (EC 3.5.4.16) type 1	Folate Biosynthesis; <br>Folate biosynthesis cluster; <br>Pterin synthesis related cluster	 	 
fig|1107311.11.peg.55	CDS	NZ_AVCS01000002	20259	20372	3	+	114	hypothetical protein	- none -	 	 
fig|1107311.11.peg.56	CDS	NZ_AVCS01000002	20365	21624	1	+	1260	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	Glycine Biosynthesis; <br>Glycine and Serine Utilization	 	 
fig|1107311.11.peg.57	CDS	NZ_AVCS01000002	21737	21829	2	+	93	hypothetical protein	- none -	 	 
fig|1107311.11.peg.58	CDS	NZ_AVCS01000002	21826	21918	1	+	93	hypothetical protein	- none -	 	 
fig|1107311.11.peg.59	CDS	NZ_AVCS01000002	23061	21943	-3	-	1119	hypothetical protein	- none -	 	 
fig|1107311.11.peg.60	CDS	NZ_AVCS01000002	24015	23065	-3	-	951	hypothetical protein	- none -	 	 
fig|1107311.11.peg.61	CDS	NZ_AVCS01000002	24113	24406	2	+	294	hypothetical protein	- none -	 	 
fig|1107311.11.peg.62	CDS	NZ_AVCS01000002	24510	26939	3	+	2430	hypothetical protein	- none -	 	 
fig|1107311.11.peg.63	CDS	NZ_AVCS01000002	26957	27328	2	+	372	Fluoride ion transporter CrcB	- none -	 	 
fig|1107311.11.peg.64	CDS	NZ_AVCS01000002	27330	28607	3	+	1278	TPR/glycosyl transferase domain protein	- none -	 	 
fig|1107311.11.peg.65	CDS	NZ_AVCS01000002	29379	28675	-3	-	705	hypothetical protein	- none -	 	 
fig|1107311.11.peg.66	CDS	NZ_AVCS01000002	29728	30915	1	+	1188	Aminopeptidase Y (Arg, Lys, Leu preference) (EC 3.4.11.15)	Aminopeptidases (EC 3.4.11.-)	 	 
fig|1107311.11.peg.67	CDS	NZ_AVCS01000002	31678	31058	-1	-	621	hypothetical protein	- none -	 	 
fig|1107311.11.peg.68	CDS	NZ_AVCS01000002	31789	31935	1	+	147	hypothetical protein	- none -	 	 
fig|1107311.11.peg.69	CDS	NZ_AVCS01000002	34729	31943	-1	-	2787	Excinuclease ABC subunit A paralog in greater Bacteroides group	DNA repair, UvrABC system	 	 
fig|1107311.11.peg.70	CDS	NZ_AVCS01000002	35038	35622	1	+	585	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|1107311.11.peg.71	CDS	NZ_AVCS01000002	35674	35817	1	+	144	hypothetical protein	- none -	 	 
fig|1107311.11.peg.72	CDS	NZ_AVCS01000002	36507	35854	-3	-	654	Endonuclease III (EC 4.2.99.18)	- none -	 	 
fig|1107311.11.peg.73	CDS	NZ_AVCS01000002	36542	36994	2	+	453	Thiol peroxidase, Bcp-type (EC 1.11.1.15)	Thioredoxin-disulfide reductase	 	 
fig|1107311.11.peg.74	CDS	NZ_AVCS01000002	38521	37049	-1	-	1473	Nicotinamide mononucleotide adenylyltransferase	- none -	 	 
fig|1107311.11.peg.75	CDS	NZ_AVCS01000002	38611	39375	1	+	765	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	Beta-lactamase	 	 
fig|1107311.11.peg.76	CDS	NZ_AVCS01000002	39378	39881	3	+	504	hypothetical protein	- none -	 	 
fig|1107311.11.peg.77	CDS	NZ_AVCS01000002	39921	40424	3	+	504	hypothetical protein	- none -	 	 
fig|1107311.11.peg.78	CDS	NZ_AVCS01000002	41101	40457	-1	-	645	Serine esterase (EC 3.1.1.1)	- none -	 	 
fig|1107311.11.peg.79	CDS	NZ_AVCS01000002	41432	41103	-2	-	330	hypothetical protein	- none -	 	 
fig|1107311.11.peg.80	CDS	NZ_AVCS01000002	42691	41438	-1	-	1254	Dihydroorotase (EC 3.5.2.3)	- none -	 	 
fig|1107311.11.peg.81	CDS	NZ_AVCS01000002	44616	42688	-3	-	1929	hypothetical protein	- none -	 	 
fig|1107311.11.peg.82	CDS	NZ_AVCS01000002	46063	44717	-1	-	1347	ATP-dependent RNA helicase	- none -	 	 
fig|1107311.11.peg.83	CDS	NZ_AVCS01000002	46554	46183	-3	-	372	hypothetical protein	- none -	 	 
fig|1107311.11.peg.84	CDS	NZ_AVCS01000002	47826	46573	-3	-	1254	hypothetical protein	- none -	 	 
fig|1107311.11.peg.85	CDS	NZ_AVCS01000002	49256	47823	-2	-	1434	hypothetical protein	- none -	 	 
fig|1107311.11.peg.86	CDS	NZ_AVCS01000002	50467	49253	-1	-	1215	hypothetical protein	- none -	 	 
fig|1107311.11.peg.87	CDS	NZ_AVCS01000002	51365	50601	-2	-	765	hypothetical protein	- none -	 	 
fig|1107311.11.peg.88	CDS	NZ_AVCS01000002	52125	51439	-3	-	687	Lipoprotein-releasing system ATP-binding protein LolD	- none -	 	 
fig|1107311.11.peg.89	CDS	NZ_AVCS01000002	52269	52916	3	+	648	Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)	- none -	 	 
fig|1107311.11.peg.90	CDS	NZ_AVCS01000002	53015	53314	2	+	300	hypothetical protein	- none -	 	 
fig|1107311.11.peg.91	CDS	NZ_AVCS01000002	53611	53327	-1	-	285	hypothetical protein	- none -	 	 
fig|1107311.11.peg.92	CDS	NZ_AVCS01000002	54152	53685	-2	-	468	hypothetical protein	- none -	 	 
fig|1107311.11.peg.93	CDS	NZ_AVCS01000002	54807	54256	-3	-	552	hypothetical protein	- none -	 	 
fig|1107311.11.peg.94	CDS	NZ_AVCS01000002	55822	54866	-1	-	957	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis	 	 
fig|1107311.11.peg.95	CDS	NZ_AVCS01000002	56985	55912	-3	-	1074	Phosphoserine aminotransferase (EC 2.6.1.52)	Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis	 	 
fig|1107311.11.peg.96	CDS	NZ_AVCS01000002	57390	56989	-3	-	402	hypothetical protein	- none -	 	 
fig|1107311.11.peg.97	CDS	NZ_AVCS01000002	58551	57493	-3	-	1059	hypothetical protein	- none -	 	 
fig|1107311.11.peg.98	CDS	NZ_AVCS01000002	58620	58970	3	+	351	Ferredoxin	Soluble cytochromes and functionally related electron carriers	 	 
fig|1107311.11.peg.99	CDS	NZ_AVCS01000002	61122	59101	-3	-	2022	Dipeptidyl anminopeptidase	- none -	 	 
fig|1107311.11.peg.100	CDS	NZ_AVCS01000002	63278	61449	-2	-	1830	Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8)	- none -	 	 
fig|1107311.11.peg.101	CDS	NZ_AVCS01000002	64593	63412	-3	-	1182	3-ketoacyl-CoA thiolase [fadN-fadA-fadE operon] (EC 2.3.1.16)	- none -	 	 
fig|1107311.11.peg.102	CDS	NZ_AVCS01000002	67154	64686	-2	-	2469	3-hydroxyacyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.1.1.35) / Enoyl-CoA hydratase [fadN-fadA-fadE operon] (EC 4.2.1.17)	- none -	 	 
fig|1107311.11.peg.103	CDS	NZ_AVCS01000002	67626	67177	-3	-	450	Transcriptional regulator, MarR family	- none -	 	 
fig|1107311.11.peg.104	CDS	NZ_AVCS01000002	69522	67744	-3	-	1779	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Fatty acid metabolism cluster	 	 
fig|1107311.11.peg.105	CDS	NZ_AVCS01000002	69790	69557	-1	-	234	hypothetical protein	- none -	 	 
fig|1107311.11.peg.106	CDS	NZ_AVCS01000002	69855	71852	3	+	1998	Phosphoglycerol transferase-like protein	- none -	 	 
fig|1107311.11.peg.107	CDS	NZ_AVCS01000002	71864	72439	2	+	576	Protein tyrosine phosphatase	- none -	 	 
fig|1107311.11.peg.108	CDS	NZ_AVCS01000002	72668	74914	2	+	2247	hypothetical protein	- none -	 	 
fig|1107311.11.peg.109	CDS	NZ_AVCS01000002	75119	74925	-2	-	195	hypothetical protein	- none -	 	 
fig|1107311.11.peg.110	CDS	NZ_AVCS01000002	78873	75205	-3	-	3669	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis	 	 
fig|1107311.11.peg.111	CDS	NZ_AVCS01000002	79690	79040	-1	-	651	hypothetical protein	- none -	 	 
fig|1107311.11.peg.112	CDS	NZ_AVCS01000002	81253	79715	-1	-	1539	hypothetical protein	- none -	 	 
fig|1107311.11.peg.113	CDS	NZ_AVCS01000002	81404	81838	2	+	435	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis	- none -	 	 
fig|1107311.11.peg.114	CDS	NZ_AVCS01000002	81831	82895	3	+	1065	Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Menaquinone and Phylloquinone Biosynthesis; <br>Menaquinone and Phylloquinone Biosynthesis -- gjo	 	 
fig|1107311.11.peg.115	CDS	NZ_AVCS01000002	82899	83615	3	+	717	N-acetylglucosaminyl-L-malate N-acetyl hydrolase	- none -	 	 
fig|1107311.11.peg.116	CDS	NZ_AVCS01000002	84270	83791	-3	-	480	hypothetical protein	- none -	 	 
fig|1107311.11.peg.117	CDS	NZ_AVCS01000002	84500	84613	2	+	114	hypothetical protein	- none -	 	 
fig|1107311.11.peg.118	CDS	NZ_AVCS01000002	84911	85849	2	+	939	hypothetical protein	- none -	 	 
fig|1107311.11.peg.119	CDS	NZ_AVCS01000002	86106	86435	3	+	330	UPF0339 protein YegP.N / UPF0339 protein YegP.C	- none -	 	 
fig|1107311.11.peg.120	CDS	NZ_AVCS01000002	87514	86486	-1	-	1029	Aminopeptidase	- none -	 	 
fig|1107311.11.peg.121	CDS	NZ_AVCS01000002	88654	87578	-1	-	1077	Gll1812 protein	- none -	 	 
fig|1107311.11.peg.122	CDS	NZ_AVCS01000002	89506	88784	-1	-	723	hypothetical protein	- none -	 	 
fig|1107311.11.peg.123	CDS	NZ_AVCS01000002	92376	89545	-3	-	2832	Excinuclease ABC subunit A	DNA repair, UvrABC system	 	 
fig|1107311.11.peg.124	CDS	NZ_AVCS01000002	92726	93457	2	+	732	hypothetical protein	- none -	 	 
fig|1107311.11.peg.125	CDS	NZ_AVCS01000002	95431	93551	-1	-	1881	Chloride channel protein	- none -	 	 
fig|1107311.11.peg.126	CDS	NZ_AVCS01000002	96110	95445	-2	-	666	DNA alkylation repair enzyme	- none -	 	 
fig|1107311.11.peg.127	CDS	NZ_AVCS01000002	96694	96110	-1	-	585	Acyl carrier protein phosphodiesterase (EC 3.1.4.14)	Fatty Acid Biosynthesis FASII	 	 
fig|1107311.11.peg.128	CDS	NZ_AVCS01000002	96819	98207	3	+	1389	Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10)	Mannose Metabolism	 	 
fig|1107311.11.peg.129	CDS	NZ_AVCS01000002	98763	98275	-3	-	489	hypothetical protein	- none -	 	 
fig|1107311.11.peg.130	CDS	NZ_AVCS01000002	99874	99086	-1	-	789	Putative stomatin/prohibitin-family membrane protease subunit aq_911	- none -	 	 
fig|1107311.11.peg.131	CDS	NZ_AVCS01000002	100125	100883	3	+	759	UPF0246 protein YaaA	- none -	 	 
fig|1107311.11.peg.132	CDS	NZ_AVCS01000002	101233	100880	-1	-	354	hypothetical protein	- none -	 	 
fig|1107311.11.peg.133	CDS	NZ_AVCS01000002	103018	101441	-1	-	1578	Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system	- none -	 	 
fig|1107311.11.peg.134	CDS	NZ_AVCS01000002	104099	103020	-2	-	1080	Membrane fusion component of MSF-type tripartite multidrug efflux system	- none -	 	 
fig|1107311.11.peg.135	CDS	NZ_AVCS01000002	105435	104116	-3	-	1320	Outer membrane component of tripartite multidrug resistance system	- none -	 	 
fig|1107311.11.peg.136	CDS	NZ_AVCS01000002	106048	105425	-1	-	624	Transcriptional regulator, AcrR family	- none -	 	 
fig|1107311.11.peg.137	CDS	NZ_AVCS01000002	107142	106378	-3	-	765	Tryptophan synthase alpha chain (EC 4.2.1.20)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|1107311.11.peg.138	CDS	NZ_AVCS01000002	108435	107254	-3	-	1182	Tryptophan synthase beta chain (EC 4.2.1.20)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|1107311.11.peg.139	CDS	NZ_AVCS01000002	109003	108419	-1	-	585	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Pterin synthesis related cluster; <br>Tryptophan synthesis	 	 
fig|1107311.11.peg.140	CDS	NZ_AVCS01000002	109812	109021	-3	-	792	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|1107311.11.peg.141	CDS	NZ_AVCS01000002	110862	109867	-3	-	996	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|1107311.11.peg.142	CDS	NZ_AVCS01000002	111518	110949	-2	-	570	Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis; <br>Tryptophan synthesis	 	 
fig|1107311.11.peg.143	CDS	NZ_AVCS01000002	112991	111591	-2	-	1401	Anthranilate synthase, aminase component (EC 4.1.3.27)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis	 	 
fig|1107311.11.peg.144	CDS	NZ_AVCS01000002	113321	113836	2	+	516	hypothetical protein	- none -	 	 
fig|1107311.11.peg.145	CDS	NZ_AVCS01000002	113841	114047	3	+	207	Uncharacterized transcriptional regulator YozG, Cro/CI family	- none -	 	 
fig|1107311.11.peg.146	CDS	NZ_AVCS01000002	114209	115090	2	+	882	ATPase component of general energizing module of ECF transporters	- none -	 	 
fig|1107311.11.peg.147	CDS	NZ_AVCS01000002	115087	118281	1	+	3195	putative membrane protein	- none -	 	 
fig|1107311.11.peg.148	CDS	NZ_AVCS01000002	118830	119525	3	+	696	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	- none -	 	 
fig|1107311.11.peg.149	CDS	NZ_AVCS01000002	119592	120497	3	+	906	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	Cysteine Biosynthesis	 	 
fig|1107311.11.peg.150	CDS	NZ_AVCS01000002	120544	121776	1	+	1233	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	Cysteine Biosynthesis	 	 
fig|1107311.11.peg.151	CDS	NZ_AVCS01000002	121788	122603	3	+	816	Serine acetyltransferase (EC 2.3.1.30)	Cysteine Biosynthesis; <br>Methionine Biosynthesis	 	 
fig|1107311.11.peg.152	CDS	NZ_AVCS01000002	122732	123643	2	+	912	Cysteine synthase (EC 2.5.1.47)	Cysteine Biosynthesis; <br>Methionine Biosynthesis	 	 
fig|1107311.11.peg.153	CDS	NZ_AVCS01000002	123723	124538	3	+	816	hypothetical protein	- none -	 	 
fig|1107311.11.peg.154	CDS	NZ_AVCS01000002	124528	126189	1	+	1662	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)	Cysteine Biosynthesis	 	 
fig|1107311.11.peg.155	CDS	NZ_AVCS01000002	126236	127885	2	+	1650	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	Cysteine Biosynthesis	 	 
fig|1107311.11.peg.156	CDS	NZ_AVCS01000002	127836	128636	3	+	801	hypothetical protein	- none -	 	 
fig|1107311.11.peg.157	CDS	NZ_AVCS01000002	128629	130083	1	+	1455	putative membrane protein	- none -	 	 
fig|1107311.11.peg.158	CDS	NZ_AVCS01000002	130705	130133	-1	-	573	Rhodanese-like domain protein	- none -	 	 
fig|1107311.11.peg.159	CDS	NZ_AVCS01000002	131381	130749	-2	-	633	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	- none -	 	 
fig|1107311.11.peg.160	CDS	NZ_AVCS01000002	131863	131384	-1	-	480	Transcriptional regulator, MarR family	- none -	 	 
fig|1107311.11.peg.161	CDS	NZ_AVCS01000002	132072	132608	3	+	537	hypothetical protein	- none -	 	 
fig|1107311.11.peg.162	CDS	NZ_AVCS01000002	132612	133226	3	+	615	Alkyl hydroperoxide reductase and/or thiol-specific antioxidant family (AhpC/TSA) protein	- none -	 	 
fig|1107311.11.peg.163	CDS	NZ_AVCS01000002	133249	133563	1	+	315	Protein containing rhodanese-like domain	- none -	 	 
fig|1107311.11.peg.164	CDS	NZ_AVCS01000002	134280	133600	-3	-	681	Transcriptional regulator, Crp/Fnr family	Oxidative stress	 	 
fig|1107311.11.peg.165	CDS	NZ_AVCS01000002	134379	136754	3	+	2376	Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4)	Biogenesis of cbb3-type cytochrome c oxidases; <br>Copper Transport System; <br>Copper homeostasis	 	 
fig|1107311.11.peg.166	CDS	NZ_AVCS01000002	136869	137045	3	+	177	Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	Biogenesis of cbb3-type cytochrome c oxidases	 	 
fig|1107311.11.peg.167	CDS	NZ_AVCS01000002	137048	139243	2	+	2196	Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1) / Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)	- none -	 	 
fig|1107311.11.peg.168	CDS	NZ_AVCS01000002	139249	139443	1	+	195	Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1)	- none -	 	 
fig|1107311.11.peg.169	CDS	NZ_AVCS01000002	139447	140385	1	+	939	Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)	- none -	 	 
fig|1107311.11.peg.170	CDS	NZ_AVCS01000002	140408	141826	2	+	1419	Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation	Biogenesis of cbb3-type cytochrome c oxidases	 	 
fig|1107311.11.peg.171	CDS	NZ_AVCS01000002	141999	142445	3	+	447	cytochrome cbb3 oxidase maturation protein CcoH	- none -	 	 
fig|1107311.11.peg.172	CDS	NZ_AVCS01000002	142530	143237	3	+	708	Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein	- none -	 	 
