Function,Subsystem,NCBI GI,locus,System,Category
L-lactate dehydrogenase,- none -, , ,none,none
Rhamnulokinase RhaK in alpha-proteobacteria (EC 2.7.1.5),- none -, , ,none,none
L-rhamnose isomerase (EC 5.3.1.14),- none -, , ,none,none
Predicted rhamnulose-1-phosphate aldolase (EC 4.1.2.19) / Predicted lactaldehyde dehydrogenase (EC 1.2.1.22),- none -, , ,none,none
L-rhamnose mutarotase (EC 5.1.3.32),- none -, , ,none,none
L-rhamnose-proton symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Rhamnogalacturonides degradation protein RhiN,- none -, , ,none,none
rhamnogalacturonan acetylesterase,- none -, , ,none,none
Rhamnogalacturonan endolyase (EC 4.2.2.23),- none -, , ,none,none
Altronate dehydratase (EC 4.2.1.7),- none -, , ,none,none
Altronate oxidoreductase (EC 1.1.1.58),- none -, , ,none,none
Rhamnogalacturonides degradation protein RhiN,- none -, , ,none,none
predicted alpha-L-rhamnosidase,- none -, , ,none,none
rhamnogalacturonan acetylesterase,- none -, , ,none,none
Rhamnogalacturonides degradation protein RhiN,- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
Polygalacturonase (EC 3.2.1.15),- none -, , ,none,none
Rhamnogalacturonides degradation protein RhiN,- none -, , ,none,none
Exopolygalacturonase precursor,- none -, , ,none,none
Acetyl xylan esterase 1; Cephalosporin-C deacetylase (EC 3.1.1.41),- none -, , ,none,none
Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15),Glutathione: Redox cycle, , ,Oxidative stress,Stress Response
Putative cytochrome C-type biogenesis protein,Biogenesis of c-type cytochromes; Cytochrome, , ,Respiration - no subcategory,Respiration
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Ketopantoate reductase PanG (EC 1.1.1.169),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster; <br>Folate biosynthesis cluster, , ,Coenzyme A; Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45),- none -, , ,none,none
Septum formation protein Maf,Bacterial cell division cluster; <br>CBSS-354.1.peg.2917, , ,none,none
Small-conductance mechanosensitive channel,- none -, , ,none,none
Sodium iodide symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Putative helicase,- none -, , ,none,none
Endonuclease V (EC 3.1.21.7),"DNA repair, bacterial; Nuclease", , ,DNA Metabolism - no subcategory; DNA repair; RNA processing and modification,DNA Metabolism; RNA Metabolism
ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
B12 binding domain / kinase domain / Methylmalonyl-CoA mutase (EC 5.4.99.2),- none -, , ,none,none
Glyoxalase/bleomycin resistance protein/dioxygenase,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Uncharacterized inner membrane protein RarD,- none -, , ,none,none
Catalase KatE (EC 1.11.1.6),- none -, , ,none,none
Vitamin K-dependent gamma-carboxylase,- none -, , ,none,none
general stress protein,- none -, , ,none,none
"Acetyltransferase, GNAT family",- none -, , ,none,none
Putative inner membrane protein,- none -, , ,none,none
Intracellular protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Dienelactone hydrolase family protein,- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,cAMP signaling in bacteria, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein,- none -, , ,none,none
FMN-dependent NADH-azoreductase (EC 1.7.1.6),- none -, , ,none,none
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Hexuronate transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),- none -, , ,none,none
2-dehydro-3-deoxygluconokinase (EC 2.7.1.45),- none -, , ,none,none
Uronate isomerase (EC 5.3.1.12),- none -, , ,none,none
4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17),- none -, , ,none,none
"Transcriptional regulator of rhamnose utilization, GntR family",none, , ,RNA processing and modification,RNA Metabolism
"Phosphate starvation-inducible protein PhoH, predicted ATPase",CBSS-56780.10.peg.1536; <br>CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster; <br>Phosphate metabolism; <br>Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
FIG00648915: hypothetical protein,- none -, , ,none,none
Gliding motility-associated ABC transporter permease protein GldF,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Gliding motility-associated ABC transporter substrate-binding protein GldG,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173),RNA methylation, , ,RNA processing and modification,RNA Metabolism
SAM-dependent methyltransferase,- none -, , ,none,none
"Zinc transporter, ZIP family",none, , ,Membrane Transport - no subcategory,Membrane Transport
N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126),- none -, , ,none,none
Na+/H+ antiporter NhaA type,"NhaA, NhaD and Sodium-dependent phosphate transporters; none", , ,Uni- Sym- and Antiporters,Membrane Transport
tmRNA-binding protein SmpB,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77),Protein-L-isoaspartate O-methyltransferase; <br>Ton and Tol transport systems, , ,Membrane Transport - no subcategory; Protein processing and modification,Membrane Transport; Protein Metabolism
"Oxidoreductase, Gfo/Idh/MocA family",- none -, , ,none,none
3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis, , ,Fermentation,Carbohydrates
Pyridoxal phosphate-containing protein YggS,- none -, , ,none,none
DNA polymerase III epsilon subunit (EC 2.7.7.7),<br>CBSS-342610.3.peg.1536; CBSS-228410.1.peg.134; DNA polymerase, , ,DNA replication,DNA Metabolism
"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family",Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
tRNA dimethylallyltransferase (EC 2.5.1.75),tRNA processing, , ,RNA processing and modification,RNA Metabolism
Acyl-acyl carrier protein thioesterase (EC 3.1.2.14),- none -, , ,none,none
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Dephospho-CoA kinase (EC 2.7.1.24),Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Glycosyltransferase,- none -, , ,none,none
"Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9), FabV => refractory to triclosan",- none -, , ,none,none
DNA repair protein RecN,"DNA repair, bacterial; none", , ,DNA repair,DNA Metabolism
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
ATPase family protein,- none -, , ,none,none
ATP-dependent DNA helicase RecG (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Exodeoxyribonuclease III (EC 3.1.11.2),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Luciferase-like monooxygenase YhbW,- none -, , ,none,none
Rhomboid family protein,- none -, , ,none,none
Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241),- none -, , ,none,none
Cysteine desulfurase (EC 2.8.1.7),Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; RNA processing and modification",Amino Acids and Derivatives; Miscellaneous; RNA Metabolism
Phosphate-selective porin O and P,- none -, , ,none,none
Ribosomal protein L11 methyltransferase,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
ClpS-like protein Fjoh_3508,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"membrane protein, putative",- none -, , ,none,none
Beta-glucanase precursor (EC 3.2.1.73),- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
Laminarinase (EC 3.2.1.39),- none -, , ,none,none
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38),- none -, , ,none,none
RecD-like DNA helicase Atu2026,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
FIG032012: hypothetical protein,CBSS-226186.1.peg.3978, , ,none,none
16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171),CBSS-226186.1.peg.3978; <br>CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>RNA methylation, , ,RNA processing and modification,RNA Metabolism
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Hypothetical protein PA2244 (similar to DNA topoisomerase IB, but possibly involved in glycosyl-transfer)","DNA topoisomerases, Type I, ATP-independent", , ,DNA replication,DNA Metabolism
Na+/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
DNA polymerase III subunits gamma and tau (EC 2.7.7.7),DNA processing cluster, , ,"DNA uptake, competence",DNA Metabolism
Phage Mu Mom-like protein,- none -, , ,none,none
Peptidoglycan-binding domain 1,- none -, , ,none,none
Phage protein,- none -, , ,none,none
Phage (Mu-like) virion morphogenesis protein,- none -, , ,none,none
putative phage repressor,- none -, , ,none,none
NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4),"Glutamate dehydrogenases; <br>Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Proline Synthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Proline and 4-hydroxyproline; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
Thiol:disulfide interchange protein,- none -, , ,none,none
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Purine nucleoside phosphorylase (EC 2.4.2.1),Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions, , ,Monosaccharides; Nucleosides and Nucleotides - no subcategory; Purines; Pyrimidines,Carbohydrates; Nucleosides and Nucleotides
Adenine phosphoribosyltransferase (EC 2.4.2.7),Purine conversions; <br>cAMP signaling in bacteria, , ,Purines; Regulation and Cell signaling - no subcategory,Nucleosides and Nucleotides; Regulation and Cell signaling
Formate hydrogenlyase transcriptional activator,- none -, , ,none,none
Polysaccharide deacetylase,- none -, , ,none,none
Polysaccharide deacetylase,- none -, , ,none,none
Trehalose-6-phosphate hydrolase (EC 3.2.1.93),- none -, , ,none,none
FIG01423360: glycoside hydrolase,- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Zinc-type alcohol dehydrogenase-like protein,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,cAMP signaling in bacteria, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
putative hydrolase,- none -, , ,none,none
Glyoxalase family protein,- none -, , ,none,none
Possible membrane protein,- none -, , ,none,none
Metallo-beta-lactamase superfamily protein,- none -, , ,none,none
Short-chain dehydrogenase/reductase SDR?,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,cAMP signaling in bacteria, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Glyoxalase/bleomycin resistance protein/dioxygenase,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
RidA/YER057c/UK114 superfamily protein,- none -, , ,none,none
Na+/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
dienelactone hydrolase domain protein,- none -, , ,none,none
Bsr4717 protein,- none -, , ,none,none
Thioredoxin reductase (EC 1.8.1.9),Thioredoxin-disulfide reductase; <br>pyrimidine conversions, , ,Pyrimidines; Sulfur Metabolism - no subcategory,Nucleosides and Nucleotides; Sulfur Metabolism
Pirin,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,cAMP signaling in bacteria, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Hydrolase, alpha/beta fold family protein, At1g52510/AT4G12830 homolog, group3",- none -, , ,none,none
"Transcriptional regulator, LysR family",none, , ,RNA processing and modification,RNA Metabolism
"acetyltransferase, GNAT family",- none -, , ,none,none
Putative oxidoreductase,- none -, , ,none,none
Pirin,- none -, , ,none,none
Exoenzymes regulatory protein AepA precursor,CBSS-224911.1.peg.6954, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,cAMP signaling in bacteria, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Lipopolysaccharide export system permease protein LptF,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Outer membrane lipoprotein carrier protein LolA,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
DNA translocase FtsK,- none -, , ,none,none
Diacylglycerol kinase (EC 2.7.1.107),Riboflavin synthesis cluster, , ,none,none
"Thiol peroxidase, Tpx-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
Fructose-bisphosphate aldolase class I (EC 4.1.2.13),- none -, , ,none,none
Aconitate hydratase (EC 4.2.1.3),- none -, , ,none,none
D-tagatose 3-epimerase (EC 5.3.1.-),- none -, , ,none,none
Homolog of fucose/glucose/galactose permeases,- none -, , ,none,none
Fructokinase (EC 2.7.1.4),- none -, , ,none,none
"Transcriptional regulator, LacI family",none, , ,RNA processing and modification,RNA Metabolism
Na+/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Na+/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Flavoredoxin,- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
FIG00653829: hypothetical protein,- none -, , ,none,none
Formiminoglutamase (EC 3.5.3.8),Histidine Degradation, , ,Histidine Metabolism,Amino Acids and Derivatives
ATP-dependent RNA helicase RhlE (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
DNA topoisomerase IV subunit A (EC 5.99.1.3),DNA topoisomerases, , ,DNA replication,DNA Metabolism
DNA topoisomerase IV subunit B (EC 5.99.1.3),DNA topoisomerases, , ,DNA replication,DNA Metabolism
kyphoscoliosis,- none -, , ,none,none
Mlr8156 protein,- none -, , ,none,none
beta-glycosyl hydrolase / Uncharacterized esterase,- none -, , ,none,none
Iron-sulphur-binding reductase,- none -, , ,none,none
Iron-sulphur-binding reductase,- none -, , ,none,none
"ABC transporter, substrate-binding protein (cluster 9, phospholipid)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
LPS-assembly protein LptD @ Organic solvent tolerance protein precursor,ECSIG4-SIG7; Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
RidA/YER057c/UK114 superfamily protein,- none -, , ,none,none
Methylglyoxal synthase (EC 4.2.3.3),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
6-phosphofructokinase (EC 2.7.1.11),- none -, , ,none,none
N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),- none -, , ,none,none
16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193),RNA methylation, , ,RNA processing and modification,RNA Metabolism
LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
D-alanine--D-alanine ligase (EC 6.3.2.4),- none -, , ,none,none
Phosphopantetheine adenylyltransferase (EC 2.7.7.3),CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Gll2474 protein,- none -, , ,none,none
Peptidase M1 family protein,Protein degradation, , ,Protein degradation,Protein Metabolism
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26),- none -, , ,none,none
Uncharacterized integral membrane protein Fjoh_4783,- none -, , ,none,none
"Uncharacterized protein YfgD, not an arsenate reductase",- none -, , ,none,none
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
D-threo-aldose 1-dehydrogenase,- none -, , ,none,none
Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein,Beta-lactamase, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Nicotinamide mononucleotide adenylyltransferase,- none -, , ,none,none
5&#39;-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),Adenosyl nucleosidases; <br>Adenosyl nucleosidases; <br>Methionine Biosynthesis; <br>Methionine Degradation, , ,"Lysine, threonine, methionine, and cysteine; Nucleosides and Nucleotides - no subcategory",Amino Acids and Derivatives; Nucleosides and Nucleotides
"Transcriptional regulator, LuxR family",none, , ,RNA processing and modification,RNA Metabolism
"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
Endonuclease III (EC 4.2.99.18),Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
COG0673: Predicted dehydrogenases and related proteins,- none -, , ,none,none
Probable outer membrane receptor protein,- none -, , ,none,none
response regulator receiver domain protein (CheY-like),Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Protein containing rhodanese-like domain,- none -, , ,none,none
"Putative two-component system sensor protein, no kinase domain",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Glyceraldehyde-3-phosphate dehydrogenase, putative",- none -, , ,none,none
G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27),- none -, , ,none,none
Stress response diiron-containing protein YciF,- none -, , ,none,none
Threonine dehydrogenase and related Zn-dependent dehydrogenases,Threonine degradation, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Ku domain protein,Bacillus subtilis scratch - gjo; <br>DNA ligases; <br>Nonhomologous End-Joining in Bacteria, , ,DNA Metabolism - no subcategory; DNA repair; Miscellaneous - no subcategory,DNA Metabolism; Miscellaneous
"ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD",Bacillus subtilis scratch - gjo; <br>DNA ligases; <br>Nonhomologous End-Joining in Bacteria, , ,DNA Metabolism - no subcategory; DNA repair; Miscellaneous - no subcategory,DNA Metabolism; Miscellaneous
Protein translocase subunit YajC,Protein transport, , ,Protein transport,Membrane Transport
Transcription termination protein NusB,Riboflavin synthesis cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23),- none -, , ,none,none
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
